Gene_ID,TR_logFC
ENSMUSG00000030088,1.329014716
ENSMUSG00000030089,1.767487011
ENSMUSG00000030094,0.647047727
ENSMUSG00000030095,0.740814229
ENSMUSG00000030102,-0.67035473
ENSMUSG00000030107,1.996881734
ENSMUSG00000030116,1.772104758
ENSMUSG00000030125,2.106872204
ENSMUSG00000030126,-0.488220005
ENSMUSG00000030134,1.34586011
ENSMUSG00000030137,2.487199045
ENSMUSG00000030170,3.011154179
ENSMUSG00000030200,2.465599371
ENSMUSG00000030203,1.558442141
ENSMUSG00000030243,-0.537956901
ENSMUSG00000030245,-0.845873533
ENSMUSG00000030246,0.607701317
ENSMUSG00000030257,0.870047832
ENSMUSG00000030269,0.737551052
ENSMUSG00000030272,0.493437363
ENSMUSG00000030275,-0.837133089
ENSMUSG00000030276,-0.825316147
ENSMUSG00000030284,0.479177655
ENSMUSG00000030286,0.455959984
ENSMUSG00000030287,1.513453564
ENSMUSG00000030314,0.594134251
ENSMUSG00000030319,0.843398179
ENSMUSG00000030321,1.539146697
ENSMUSG00000030329,2.553470892
ENSMUSG00000030330,-0.770262203
ENSMUSG00000030340,0.86091266
ENSMUSG00000030342,0.860665278
ENSMUSG00000030344,2.87050081
ENSMUSG00000030347,0.493015023
ENSMUSG00000030376,0.680622618
ENSMUSG00000030406,-1.300351802
ENSMUSG00000030409,-0.920967185
ENSMUSG00000030421,-0.551631183
ENSMUSG00000030494,0.683305374
ENSMUSG00000030498,-0.662936786
ENSMUSG00000030499,-0.788011939
ENSMUSG00000030513,-1.018034746
ENSMUSG00000030518,1.089250901
ENSMUSG00000030519,2.948986491
ENSMUSG00000030523,2.134940225
ENSMUSG00000030577,1.581104446
ENSMUSG00000030602,-0.405585894
ENSMUSG00000030605,0.897360975
ENSMUSG00000030630,0.984854984
ENSMUSG00000030641,1.341397093
ENSMUSG00000030643,2.655221494
ENSMUSG00000030655,-0.626721446
ENSMUSG00000030660,-0.747020018
ENSMUSG00000030678,-0.773149888
ENSMUSG00000030680,0.745955135
ENSMUSG00000030681,0.464050461
ENSMUSG00000030685,-0.452449611
ENSMUSG00000030701,0.692990749
ENSMUSG00000030717,0.853210279
ENSMUSG00000030720,0.519159483
ENSMUSG00000030724,2.241980452
ENSMUSG00000030731,0.989608184
ENSMUSG00000030739,1.796683811
ENSMUSG00000030747,1.385834224
ENSMUSG00000030748,0.809691108
ENSMUSG00000030753,-0.449454069
ENSMUSG00000030759,-0.487383736
ENSMUSG00000030772,2.814165695
ENSMUSG00000030774,0.62527195
ENSMUSG00000030779,-0.557369512
ENSMUSG00000030782,1.650186314
ENSMUSG00000030785,-1.142728722
ENSMUSG00000030795,-0.451615883
ENSMUSG00000030800,2.533480136
ENSMUSG00000030806,2.429442682
ENSMUSG00000030830,1.454066278
ENSMUSG00000030835,-0.496703734
ENSMUSG00000030842,-0.553810092
ENSMUSG00000030846,-0.421712382
ENSMUSG00000030852,0.928605254
ENSMUSG00000030870,-0.435191615
ENSMUSG00000030876,-0.574076866
ENSMUSG00000030878,-0.698124546
ENSMUSG00000030881,-0.412069408
ENSMUSG00000030884,0.455165312
ENSMUSG00000030888,0.501609491
ENSMUSG00000030889,4.709950191
ENSMUSG00000030890,-1.67418185
ENSMUSG00000030905,1.110970896
ENSMUSG00000030909,0.747157674
ENSMUSG00000030917,0.606413242
ENSMUSG00000030921,1.735212532
ENSMUSG00000030946,1.330695671
ENSMUSG00000030965,0.535868051
ENSMUSG00000030979,-0.521435781
ENSMUSG00000031012,-0.780468934
ENSMUSG00000031015,1.257123047
ENSMUSG00000031016,0.652866123
ENSMUSG00000031026,1.210852859
ENSMUSG00000031027,4.912988352
ENSMUSG00000031060,-0.436712051
ENSMUSG00000031065,-0.624739825
ENSMUSG00000031066,0.602827312
ENSMUSG00000031093,0.442453471
ENSMUSG00000031099,0.517393288
ENSMUSG00000031111,0.497737068
ENSMUSG00000031112,-1.138994239
ENSMUSG00000031133,1.779918708
ENSMUSG00000031134,-0.587982577
ENSMUSG00000031149,0.931637134
ENSMUSG00000031150,1.281134473
ENSMUSG00000031157,0.521978564
ENSMUSG00000031163,2.754116767
ENSMUSG00000031166,-0.41797895
ENSMUSG00000031170,0.646780965
ENSMUSG00000031207,0.571046196
ENSMUSG00000031214,0.677162856
ENSMUSG00000031232,-1.083872343
ENSMUSG00000031246,-0.483874007
ENSMUSG00000031271,0.750826949
ENSMUSG00000031284,-0.490175957
ENSMUSG00000031285,0.983144448
ENSMUSG00000031290,1.024820787
ENSMUSG00000031294,2.712253526
ENSMUSG00000031297,1.181388071
ENSMUSG00000031302,1.740996603
ENSMUSG00000031303,-0.544335196
ENSMUSG00000031304,1.095426281
ENSMUSG00000031323,0.762243325
ENSMUSG00000031327,-0.95251597
ENSMUSG00000031328,0.534854907
ENSMUSG00000031333,-0.48801584
ENSMUSG00000031337,0.614739803
ENSMUSG00000031342,1.386491375
ENSMUSG00000031355,1.380972449
ENSMUSG00000031357,-0.465972362
ENSMUSG00000031360,0.429806924
ENSMUSG00000031365,-0.708182223
ENSMUSG00000031367,-0.572387353
ENSMUSG00000031374,-0.474707231
ENSMUSG00000031375,0.958367242
ENSMUSG00000031379,1.150745523
ENSMUSG00000031381,-0.862545567
ENSMUSG00000031382,1.285162193
ENSMUSG00000031384,7.433506368
ENSMUSG00000031387,1.555837737
ENSMUSG00000031391,1.679071761
ENSMUSG00000031392,-0.781250482
ENSMUSG00000031398,-0.662971811
ENSMUSG00000031434,0.704790685
ENSMUSG00000031447,-0.749154658
ENSMUSG00000031478,0.824715
ENSMUSG00000031490,-0.428814132
ENSMUSG00000031508,-0.693409705
ENSMUSG00000031532,0.448463678
ENSMUSG00000031538,0.835864098
ENSMUSG00000031554,1.73736511
ENSMUSG00000031557,0.951127714
ENSMUSG00000031559,-1.100318575
ENSMUSG00000031568,-0.693332263
ENSMUSG00000031570,-0.616682151
ENSMUSG00000031590,0.670450787
ENSMUSG00000031595,2.003922514
ENSMUSG00000031596,-0.68055408
ENSMUSG00000031601,-0.454762326
ENSMUSG00000031604,-0.533157205
ENSMUSG00000031605,-0.454169767
ENSMUSG00000031622,0.438877232
ENSMUSG00000031628,0.797443069
ENSMUSG00000031631,0.451123155
ENSMUSG00000031635,5.116677036
ENSMUSG00000031636,3.057763881
ENSMUSG00000031637,0.830310835
ENSMUSG00000031639,1.33804502
ENSMUSG00000031660,0.408387709
ENSMUSG00000031662,1.350973047
ENSMUSG00000031667,-0.490560897
ENSMUSG00000031668,0.550250337
ENSMUSG00000031683,-0.601715921
ENSMUSG00000031691,-0.482772819
ENSMUSG00000031714,1.051873697
ENSMUSG00000031740,1.221386053
ENSMUSG00000031748,-0.718339975
ENSMUSG00000031750,1.139494867
ENSMUSG00000031753,0.793515842
ENSMUSG00000031754,-0.499378675
ENSMUSG00000031760,0.887167378
ENSMUSG00000031762,-0.889134655
ENSMUSG00000031765,-0.792067702
ENSMUSG00000031767,0.457511918
ENSMUSG00000031776,-0.607984403
ENSMUSG00000031782,0.496054464
ENSMUSG00000031790,1.798473435
ENSMUSG00000031803,0.66788164
ENSMUSG00000031807,-0.551287994
ENSMUSG00000031821,-0.461151636
ENSMUSG00000031822,-0.76964339
ENSMUSG00000031824,-0.899319301
ENSMUSG00000031825,1.435475244
ENSMUSG00000031833,-0.454400073
ENSMUSG00000031838,0.899338058
ENSMUSG00000031840,-0.887964996
ENSMUSG00000031845,1.998552877
ENSMUSG00000031848,-0.499577747
ENSMUSG00000031861,0.807136778
ENSMUSG00000031875,0.79429447
ENSMUSG00000031880,1.093351472
ENSMUSG00000031897,1.084903302
ENSMUSG00000031903,0.500675471
ENSMUSG00000031924,-0.927424684
ENSMUSG00000031925,0.728188154
ENSMUSG00000031934,1.673557508
ENSMUSG00000031959,0.680600123
ENSMUSG00000031972,0.923307791
ENSMUSG00000031974,-0.543870358
ENSMUSG00000031983,-0.424146732
ENSMUSG00000031987,-0.611192939
ENSMUSG00000031990,0.606655822
ENSMUSG00000031995,1.1681661
ENSMUSG00000032000,0.682107512
ENSMUSG00000032017,1.569639611
ENSMUSG00000032020,0.755577
ENSMUSG00000032023,1.023000788
ENSMUSG00000032038,0.969446264
ENSMUSG00000032042,-0.79984919
ENSMUSG00000032044,0.774256099
ENSMUSG00000032058,-0.403175146
ENSMUSG00000032064,0.824278968
ENSMUSG00000032066,1.635557401
ENSMUSG00000032068,1.241088312
ENSMUSG00000032091,0.738595597
ENSMUSG00000032109,1.186978773
ENSMUSG00000032115,-0.801319926
ENSMUSG00000032131,2.282549823
ENSMUSG00000032172,2.297554474
ENSMUSG00000032177,1.078199945
ENSMUSG00000032185,-0.450982631
ENSMUSG00000032194,1.182293078
ENSMUSG00000032199,-0.444849174
ENSMUSG00000032212,-0.432423802
ENSMUSG00000032220,0.870108852
ENSMUSG00000032226,4.805922679
ENSMUSG00000032252,-0.440117696
ENSMUSG00000032261,2.215796085
ENSMUSG00000032262,1.362727781
ENSMUSG00000032267,0.80561888
ENSMUSG00000032289,-0.818556269
ENSMUSG00000032300,1.213344992
ENSMUSG00000032307,-0.535617447
ENSMUSG00000032324,-0.49020044
ENSMUSG00000032328,-0.643480297
ENSMUSG00000032334,0.941985004
ENSMUSG00000032338,-0.969570002
ENSMUSG00000032352,0.571695973
ENSMUSG00000032356,-0.709670973
ENSMUSG00000032359,0.698423586
ENSMUSG00000032369,0.501518656
ENSMUSG00000032374,1.232604326
ENSMUSG00000032393,-0.656523546
ENSMUSG00000032403,-0.948284173
ENSMUSG00000032411,0.499242153
ENSMUSG00000032422,0.519192453
ENSMUSG00000032423,-0.490755911
ENSMUSG00000032435,0.483917405
ENSMUSG00000032436,1.179584739
ENSMUSG00000032456,0.520093882
ENSMUSG00000032459,0.638715625
ENSMUSG00000032478,0.793363574
ENSMUSG00000032479,0.41922062
ENSMUSG00000032482,2.209027508
ENSMUSG00000032489,0.853104185
ENSMUSG00000032495,1.809856777
ENSMUSG00000032508,0.463031598
ENSMUSG00000032514,3.030459536
ENSMUSG00000032518,-0.619729325
ENSMUSG00000032525,-0.747398732
ENSMUSG00000032526,-1.038528837
ENSMUSG00000032527,-0.451578979
ENSMUSG00000032528,-0.871812351
ENSMUSG00000032530,2.400458866
ENSMUSG00000032532,2.878044198
ENSMUSG00000032540,0.649868093
ENSMUSG00000032547,-0.464935701
ENSMUSG00000032553,-0.69692795
ENSMUSG00000032554,2.678938475
ENSMUSG00000032557,-0.744037034
ENSMUSG00000032561,1.433710793
ENSMUSG00000032562,-0.673999563
ENSMUSG00000032571,0.637989495
ENSMUSG00000032575,-0.602803484
ENSMUSG00000032577,1.063651361
ENSMUSG00000032593,-1.404565597
ENSMUSG00000032594,-0.547579843
ENSMUSG00000032602,0.926722384
ENSMUSG00000032606,0.445799573
ENSMUSG00000032607,0.703556089
ENSMUSG00000032621,-0.523530222
ENSMUSG00000032623,5.698663259
ENSMUSG00000032633,-0.50326551
ENSMUSG00000032649,1.277995331
ENSMUSG00000032661,2.931675264
ENSMUSG00000032679,0.762588214
ENSMUSG00000032698,1.109387476
ENSMUSG00000032714,0.952596259
ENSMUSG00000032718,1.270758087
ENSMUSG00000032724,2.797951343
ENSMUSG00000032733,0.867260012
ENSMUSG00000032735,1.859037767
ENSMUSG00000032750,1.312067001
ENSMUSG00000032754,1.367562527
ENSMUSG00000032757,-0.498523295
ENSMUSG00000032763,1.068040224
ENSMUSG00000032782,-0.588720438
ENSMUSG00000032786,1.104079227
ENSMUSG00000032812,0.653021433
ENSMUSG00000032816,0.804376943
ENSMUSG00000032839,-0.495820705
ENSMUSG00000032850,-0.878481659
ENSMUSG00000032855,-0.806130306
ENSMUSG00000032878,2.666527345
ENSMUSG00000032890,-0.746904789
ENSMUSG00000032899,1.918239224
ENSMUSG00000032932,-0.5296606
ENSMUSG00000032940,0.852261826
ENSMUSG00000032959,-0.656422511
ENSMUSG00000032965,-0.675052406
ENSMUSG00000032968,-0.97009577
ENSMUSG00000033021,-0.449852876
ENSMUSG00000033055,-0.450760243
ENSMUSG00000033060,0.510173368
ENSMUSG00000033061,-0.511898492
ENSMUSG00000033075,-0.488721078
ENSMUSG00000033083,0.967549592
ENSMUSG00000033102,-0.515116541
ENSMUSG00000033114,0.98965296
ENSMUSG00000033184,-0.557838498
ENSMUSG00000033186,-0.459843215
ENSMUSG00000033192,1.358652038
ENSMUSG00000033209,-0.629787777
ENSMUSG00000033213,1.224382214
ENSMUSG00000033220,1.7031719
ENSMUSG00000033253,-0.607118366
ENSMUSG00000033272,-0.421871311
ENSMUSG00000033276,0.72106827
ENSMUSG00000033287,0.741914862
ENSMUSG00000033294,0.691344837
ENSMUSG00000033295,-0.728043628
ENSMUSG00000033306,-0.670362728
ENSMUSG00000033308,0.875676536
ENSMUSG00000033318,1.13476007
ENSMUSG00000033355,1.652431912
ENSMUSG00000033365,0.478774612
ENSMUSG00000033377,1.190701947
ENSMUSG00000033379,-0.491749079
ENSMUSG00000033386,0.492167133
ENSMUSG00000033389,0.549707543
ENSMUSG00000033392,0.464252184
ENSMUSG00000033430,0.608341663
ENSMUSG00000033510,1.371682249
ENSMUSG00000033538,1.376432558
ENSMUSG00000033542,0.489566773
ENSMUSG00000033543,-0.53621219
ENSMUSG00000033557,-0.815450305
ENSMUSG00000033569,1.125680956
ENSMUSG00000033595,2.590037029
ENSMUSG00000033597,1.25492182
ENSMUSG00000033628,0.851623598
ENSMUSG00000033653,-1.162278965
ENSMUSG00000033707,0.861386314
ENSMUSG00000033715,0.475683632
ENSMUSG00000033721,2.351074417
ENSMUSG00000033735,0.632848483
ENSMUSG00000033751,0.728773328
ENSMUSG00000033760,-0.45425086
ENSMUSG00000033773,0.799615806
ENSMUSG00000033819,-0.437816819
ENSMUSG00000033826,1.282121794
ENSMUSG00000033831,1.847692962
ENSMUSG00000033855,1.610933438
ENSMUSG00000033906,1.401499278
ENSMUSG00000033909,-0.510365381
ENSMUSG00000033910,0.831215981
ENSMUSG00000033948,0.591037096
ENSMUSG00000033961,-0.603724829
ENSMUSG00000033964,-0.529371907
ENSMUSG00000033965,1.461759308
ENSMUSG00000033970,0.778228177
ENSMUSG00000034059,0.79168516
ENSMUSG00000034083,0.520535255
ENSMUSG00000034105,0.681714226
ENSMUSG00000034111,-0.778965965
ENSMUSG00000034120,-0.554321625
ENSMUSG00000034145,1.039914746
ENSMUSG00000034152,0.547292206
ENSMUSG00000034158,-0.671962278
ENSMUSG00000034160,-0.540218873
ENSMUSG00000034173,0.86664589
ENSMUSG00000034205,0.588507558
ENSMUSG00000034218,-0.640141018
ENSMUSG00000034254,-0.44665287
ENSMUSG00000034255,1.060506067
ENSMUSG00000034274,0.633651044
ENSMUSG00000034278,0.957709055
ENSMUSG00000034285,0.474824426
ENSMUSG00000034295,0.855154358
ENSMUSG00000034312,0.739856605
ENSMUSG00000034330,0.732793
ENSMUSG00000034353,3.883725283
ENSMUSG00000034361,0.900558763
ENSMUSG00000034382,0.828531298
ENSMUSG00000034401,0.556960044
ENSMUSG00000034424,-0.568920506
ENSMUSG00000034427,0.738124505
ENSMUSG00000034435,-0.459537801
ENSMUSG00000034438,0.816950342
ENSMUSG00000034450,3.744485358
ENSMUSG00000034457,1.357866545
ENSMUSG00000034459,2.54565219
ENSMUSG00000034472,2.789289643
ENSMUSG00000034509,0.88382503
ENSMUSG00000034528,1.580804147
ENSMUSG00000034532,1.549783829
ENSMUSG00000034570,0.475692694
ENSMUSG00000034573,0.461277641
ENSMUSG00000034612,-0.759656432
ENSMUSG00000034614,1.941412485
ENSMUSG00000034656,-0.616677287
ENSMUSG00000034663,0.566169335
ENSMUSG00000034667,-0.712428277
ENSMUSG00000034675,1.601022281
ENSMUSG00000034687,-1.014122057
ENSMUSG00000034701,-0.663150634
ENSMUSG00000034706,1.281376885
ENSMUSG00000034707,-0.65009967
ENSMUSG00000034708,0.921409375
ENSMUSG00000034709,0.638710673
ENSMUSG00000034730,4.825967924
ENSMUSG00000034758,1.145750036
ENSMUSG00000034780,1.200183529
ENSMUSG00000034781,-0.668184598
ENSMUSG00000034796,1.788603072
ENSMUSG00000034799,-0.568431322
ENSMUSG00000034810,1.455359711
ENSMUSG00000034818,1.885658362
ENSMUSG00000034832,-0.567573479
ENSMUSG00000034839,3.6548692
ENSMUSG00000034848,0.507962812
ENSMUSG00000034858,0.589924248
ENSMUSG00000034867,0.408613996
ENSMUSG00000034892,-0.684857749
ENSMUSG00000034898,1.300032548
ENSMUSG00000034917,0.453866174
ENSMUSG00000034926,-0.513719464
ENSMUSG00000034930,0.925891369
ENSMUSG00000034931,0.476432683
ENSMUSG00000034947,0.54477208
ENSMUSG00000034958,2.003859342
ENSMUSG00000034990,2.061203991
ENSMUSG00000035032,1.563152972
ENSMUSG00000035041,3.056264233
ENSMUSG00000035042,0.879321387
ENSMUSG00000035047,0.771252467
ENSMUSG00000035062,0.87621759
ENSMUSG00000035067,-0.53922275
ENSMUSG00000035069,0.722860279
ENSMUSG00000035121,0.952562106
ENSMUSG00000035129,1.312353344
ENSMUSG00000035151,-0.516002888
ENSMUSG00000035168,0.556899459
ENSMUSG00000035187,-0.487283443
ENSMUSG00000035200,1.111968314
ENSMUSG00000035203,-0.537366607
ENSMUSG00000035208,1.432623086
ENSMUSG00000035211,1.594922606
ENSMUSG00000035227,-0.590664759
ENSMUSG00000035236,-0.609227669
ENSMUSG00000035242,-0.665657839
ENSMUSG00000035246,0.928825083
ENSMUSG00000035258,1.670442102
ENSMUSG00000035298,2.070223519
ENSMUSG00000035314,1.569069207
ENSMUSG00000035357,1.609247591
ENSMUSG00000035385,1.224307722
ENSMUSG00000035439,0.745501825
ENSMUSG00000035459,0.937914126
ENSMUSG00000035469,-0.440902642
ENSMUSG00000035473,1.963412575
ENSMUSG00000035478,-0.548857314
ENSMUSG00000035513,1.406127468
ENSMUSG00000035517,0.52274845
ENSMUSG00000035530,-0.593284416
ENSMUSG00000035540,0.671821679
ENSMUSG00000035547,0.637722485
ENSMUSG00000035561,1.604989443
ENSMUSG00000035578,1.136342686
ENSMUSG00000035597,-0.472250241
ENSMUSG00000035615,2.570026937
ENSMUSG00000035632,-1.098713049
ENSMUSG00000035637,0.561014211
ENSMUSG00000035649,-0.596874368
ENSMUSG00000035666,-0.478964167
ENSMUSG00000035678,1.323022
ENSMUSG00000035686,1.449287366
ENSMUSG00000035692,2.882583894
ENSMUSG00000035713,-0.415766903
ENSMUSG00000035722,-0.464972284
ENSMUSG00000035773,-0.889830254
ENSMUSG00000035790,0.485974988
ENSMUSG00000035804,-1.717843617
ENSMUSG00000035834,-0.756329769
ENSMUSG00000035835,-0.668667842
ENSMUSG00000035840,-0.544448576
ENSMUSG00000035847,-0.947353695
ENSMUSG00000035849,0.83754944
ENSMUSG00000035852,1.886877349
ENSMUSG00000035863,0.930642858
ENSMUSG00000035868,-0.851381542
ENSMUSG00000035885,-0.494638118
ENSMUSG00000035891,-0.393364
ENSMUSG00000035896,1.693657135
ENSMUSG00000035910,1.679182543
ENSMUSG00000035914,0.678848902
ENSMUSG00000035919,0.565227441
ENSMUSG00000035929,0.933564491
ENSMUSG00000035936,-1.056528663
ENSMUSG00000035941,-0.453122375
ENSMUSG00000035960,0.856603956
ENSMUSG00000036067,1.03718106
ENSMUSG00000036093,-0.480125361
ENSMUSG00000036111,1.555282559
ENSMUSG00000036181,1.430657565
ENSMUSG00000036186,1.483875025
ENSMUSG00000036188,0.423699333
ENSMUSG00000036198,3.854451808
ENSMUSG00000036206,0.517619225
ENSMUSG00000036218,-1.112945298
ENSMUSG00000036242,2.308262363
ENSMUSG00000036246,0.690448347
ENSMUSG00000036273,1.26509514
ENSMUSG00000036299,-0.644369262
ENSMUSG00000036306,2.396178382
ENSMUSG00000036330,0.670350516
ENSMUSG00000036334,1.303944795
ENSMUSG00000036372,-0.895397826
ENSMUSG00000036377,1.659896916
ENSMUSG00000036402,-1.162932319
ENSMUSG00000036432,-0.567896833
ENSMUSG00000036446,1.431583981
ENSMUSG00000036473,-0.497292861
ENSMUSG00000036478,0.580368565
ENSMUSG00000036502,-1.338619781
ENSMUSG00000036510,-0.944091714
ENSMUSG00000036528,1.581682695
ENSMUSG00000036529,-0.487315355
ENSMUSG00000036550,-0.800555031
ENSMUSG00000036564,0.910702607
ENSMUSG00000036572,-0.493887648
ENSMUSG00000036585,1.323517932
ENSMUSG00000036598,1.851671632
ENSMUSG00000036611,0.883560635
ENSMUSG00000036617,0.466983579
ENSMUSG00000036646,-0.410677986
ENSMUSG00000036667,0.487540132
ENSMUSG00000036678,0.727863398
ENSMUSG00000036686,0.73730278
ENSMUSG00000036693,0.520837368
ENSMUSG00000036698,-0.68398203
ENSMUSG00000036699,1.538840314
ENSMUSG00000036718,0.92242825
ENSMUSG00000036745,-0.497307651
ENSMUSG00000036766,-0.513529841
ENSMUSG00000036815,-0.662036062
ENSMUSG00000036817,-0.434646407
ENSMUSG00000036879,-0.633597156
ENSMUSG00000036880,0.972878537
ENSMUSG00000036898,-0.521308105
ENSMUSG00000036908,0.521928395
ENSMUSG00000036918,-0.584029333
ENSMUSG00000036923,0.871790793
ENSMUSG00000036928,3.238571675
ENSMUSG00000036932,0.586355458
ENSMUSG00000036940,0.640847954
ENSMUSG00000036955,0.409037723
ENSMUSG00000036968,1.045689507
ENSMUSG00000036985,1.050013637
ENSMUSG00000036995,0.887784458
ENSMUSG00000037012,0.796199903
ENSMUSG00000037016,1.694205116
ENSMUSG00000037020,0.908340964
ENSMUSG00000037029,-0.657556078
ENSMUSG00000037032,0.526699898
ENSMUSG00000037072,-0.719223541
ENSMUSG00000037075,0.540926474
ENSMUSG00000037095,2.42687495
ENSMUSG00000037119,-0.534976343
ENSMUSG00000037126,-0.424717453
ENSMUSG00000037143,1.42505683
ENSMUSG00000037148,2.036624703
ENSMUSG00000037152,-0.590892411
ENSMUSG00000037159,2.632403399
ENSMUSG00000037185,2.929656055
ENSMUSG00000037190,0.679028302
ENSMUSG00000037197,0.543865412
ENSMUSG00000037204,0.7631059
ENSMUSG00000037234,-0.500566235
ENSMUSG00000037243,-0.687454179
ENSMUSG00000037253,0.552521767
ENSMUSG00000037275,0.559523021
ENSMUSG00000037280,1.341914083
ENSMUSG00000037300,0.439251088
ENSMUSG00000037318,1.381327743
ENSMUSG00000037321,1.191162789
ENSMUSG00000037331,-0.474149149
ENSMUSG00000037337,1.357442621
ENSMUSG00000037343,-0.553789578
ENSMUSG00000037348,1.421555506
ENSMUSG00000037349,0.852132983
ENSMUSG00000037355,-0.656247539
ENSMUSG00000037370,1.187072798
ENSMUSG00000037373,-0.408825771
ENSMUSG00000037379,2.660191212
ENSMUSG00000037405,1.535266849
ENSMUSG00000037408,0.865801359
ENSMUSG00000037437,-1.343964426
ENSMUSG00000037443,0.401967418
ENSMUSG00000037458,-0.485815549
ENSMUSG00000037493,-0.670303746
ENSMUSG00000037526,0.754543422
ENSMUSG00000037541,1.002974547
ENSMUSG00000037563,-0.572156801
ENSMUSG00000037568,2.495592291
ENSMUSG00000037573,-0.555961245
ENSMUSG00000037579,-1.033683352
ENSMUSG00000037601,-0.735115496
ENSMUSG00000037606,0.470797222
ENSMUSG00000037610,-0.473379968
ENSMUSG00000037679,1.053695707
ENSMUSG00000037681,1.11874618
ENSMUSG00000037685,-0.638377645
ENSMUSG00000037692,-0.427733154
ENSMUSG00000037706,1.119113134
ENSMUSG00000037731,1.302008775
ENSMUSG00000037736,0.972611963
ENSMUSG00000037738,0.785746972
ENSMUSG00000037762,-0.917053974
ENSMUSG00000037808,-0.516395253
ENSMUSG00000037813,2.444787507
ENSMUSG00000037820,0.905339554
ENSMUSG00000037822,-0.856298502
ENSMUSG00000037824,0.610065725
ENSMUSG00000037849,1.688407025
ENSMUSG00000037852,-0.845723271
ENSMUSG00000037885,-0.582821452
ENSMUSG00000037887,0.891145017
ENSMUSG00000037890,0.734322288
ENSMUSG00000037921,1.74540819
ENSMUSG00000037922,1.988998316
ENSMUSG00000037936,0.92237166
ENSMUSG00000037949,0.851896148
ENSMUSG00000037958,0.748808765
ENSMUSG00000037965,-0.691875252
ENSMUSG00000037993,0.773611946
ENSMUSG00000037995,1.019222221
ENSMUSG00000037999,1.629810854
ENSMUSG00000038000,-0.483704187
ENSMUSG00000038005,-0.575719793
ENSMUSG00000038007,1.782734774
ENSMUSG00000038023,-0.563971494
ENSMUSG00000038024,-0.713994532
ENSMUSG00000038034,0.748539227
ENSMUSG00000038046,0.928092518
ENSMUSG00000038056,-0.668176022
ENSMUSG00000038119,-0.739272201
ENSMUSG00000038126,-0.790318601
ENSMUSG00000038141,-0.492422622
ENSMUSG00000038143,-0.615512511
ENSMUSG00000038145,0.401098209
ENSMUSG00000038156,1.534505759
ENSMUSG00000038167,2.273796153
ENSMUSG00000038168,2.130092229
ENSMUSG00000038213,0.83298678
ENSMUSG00000038217,2.162695858
ENSMUSG00000038248,-0.728930978
ENSMUSG00000038252,0.715226829
ENSMUSG00000038296,1.404599467
ENSMUSG00000038301,0.466351867
ENSMUSG00000038302,0.655238767
ENSMUSG00000038312,0.509819232
ENSMUSG00000038335,-0.42219658
ENSMUSG00000038342,-0.477788889
ENSMUSG00000038351,-0.593635921
ENSMUSG00000038387,1.447759917
ENSMUSG00000038390,1.292650916
ENSMUSG00000038393,2.021392991
ENSMUSG00000038417,0.496383748
ENSMUSG00000038446,0.530086326
ENSMUSG00000038451,1.037202234
ENSMUSG00000038453,1.479076875
ENSMUSG00000038459,-0.57950062
ENSMUSG00000038482,-0.411348679
ENSMUSG00000038485,-0.545551028
ENSMUSG00000038489,-0.541510163
ENSMUSG00000038506,-0.678860837
ENSMUSG00000038507,0.891594191
ENSMUSG00000038518,0.435673357
ENSMUSG00000038521,1.600995623
ENSMUSG00000038524,0.538321048
ENSMUSG00000038527,1.076648947
ENSMUSG00000038534,0.814652406
ENSMUSG00000038538,-0.512457928
ENSMUSG00000038539,-1.063814545
ENSMUSG00000038545,0.424909495
ENSMUSG00000038550,-0.772905445
ENSMUSG00000038555,0.596751603
ENSMUSG00000038564,-0.420021023
ENSMUSG00000038569,-1.021208907
ENSMUSG00000038576,0.745186154
ENSMUSG00000038580,4.342734712
ENSMUSG00000038587,0.945287261
ENSMUSG00000038599,2.013081262
ENSMUSG00000038604,0.452688568
ENSMUSG00000038608,0.912556714
ENSMUSG00000038628,-0.76122658
ENSMUSG00000038633,-0.543336747
ENSMUSG00000038650,0.647864682
ENSMUSG00000038679,0.70935423
ENSMUSG00000038712,0.582006569
ENSMUSG00000038740,0.818984466
ENSMUSG00000038742,-0.715729701
ENSMUSG00000038764,0.794129689
ENSMUSG00000038775,1.900102067
ENSMUSG00000038776,1.381311589
ENSMUSG00000038777,1.60352392
ENSMUSG00000038781,1.080373325
ENSMUSG00000038803,-0.59806242
ENSMUSG00000038807,-0.51072644
ENSMUSG00000038827,-0.472158855
ENSMUSG00000038855,-0.642902754
ENSMUSG00000038859,0.590475688
ENSMUSG00000038860,1.165098242
ENSMUSG00000038879,0.515888371
ENSMUSG00000038886,-0.474401859
ENSMUSG00000038900,-0.672602588
ENSMUSG00000038903,1.167425595
ENSMUSG00000038909,0.421778897
ENSMUSG00000038916,0.958170303
ENSMUSG00000038930,-0.838110225
ENSMUSG00000038957,0.570635085
ENSMUSG00000038967,1.24171368
ENSMUSG00000038982,0.527651746
ENSMUSG00000038991,-0.734610944
ENSMUSG00000039001,-0.776066988
ENSMUSG00000039031,0.939230039
ENSMUSG00000039033,-0.601797121
ENSMUSG00000039057,2.759101797
ENSMUSG00000039062,0.436781775
ENSMUSG00000039063,1.275862562
ENSMUSG00000039068,-0.730819883
ENSMUSG00000039099,1.088521249
ENSMUSG00000039100,-0.492043783
ENSMUSG00000039109,3.824388542
ENSMUSG00000039110,0.722319118
