Gene_ID,TR_logFC
ENSMUSG00000022526,-0.511868539
ENSMUSG00000022529,-0.452518353
ENSMUSG00000022533,-0.540290424
ENSMUSG00000022550,-0.702011886
ENSMUSG00000022558,-0.528350272
ENSMUSG00000022562,0.791650681
ENSMUSG00000022564,0.589381998
ENSMUSG00000022570,0.491766525
ENSMUSG00000022574,1.068202119
ENSMUSG00000022575,0.897991158
ENSMUSG00000022594,1.779467596
ENSMUSG00000022615,0.871208164
ENSMUSG00000022617,-0.435935391
ENSMUSG00000022620,0.442159305
ENSMUSG00000022656,-0.64487015
ENSMUSG00000022657,1.249614244
ENSMUSG00000022658,2.040105373
ENSMUSG00000022661,0.712836528
ENSMUSG00000022665,1.517639981
ENSMUSG00000022684,0.50039613
ENSMUSG00000022696,1.553480926
ENSMUSG00000022704,-0.518135849
ENSMUSG00000022708,-0.684540371
ENSMUSG00000022723,-0.599943081
ENSMUSG00000022747,0.671113131
ENSMUSG00000022756,0.656036396
ENSMUSG00000022765,0.540114432
ENSMUSG00000022769,-1.075613704
ENSMUSG00000022771,0.497644767
ENSMUSG00000022773,0.851822341
ENSMUSG00000022780,-1.850312526
ENSMUSG00000022783,3.366180343
ENSMUSG00000022790,1.045024761
ENSMUSG00000022791,-0.506353341
ENSMUSG00000022809,5.21366772
ENSMUSG00000022817,0.82426993
ENSMUSG00000022829,-0.698580292
ENSMUSG00000022842,0.436334053
ENSMUSG00000022853,0.935888949
ENSMUSG00000022855,-0.513023175
ENSMUSG00000022858,-0.45885391
ENSMUSG00000022867,0.77658458
ENSMUSG00000022883,0.555559766
ENSMUSG00000022887,2.459379265
ENSMUSG00000022889,0.619375162
ENSMUSG00000022898,0.465147033
ENSMUSG00000022899,-1.333689938
ENSMUSG00000022900,0.699404636
ENSMUSG00000022906,1.059239221
ENSMUSG00000022912,0.695548077
ENSMUSG00000022914,-0.613275585
ENSMUSG00000022964,-0.600724929
ENSMUSG00000022965,0.691368527
ENSMUSG00000022969,0.69456873
ENSMUSG00000022982,-0.498600954
ENSMUSG00000022994,-0.470307927
ENSMUSG00000023009,0.830315636
ENSMUSG00000023015,0.760575594
ENSMUSG00000023027,-0.427903036
ENSMUSG00000023030,-0.554655839
ENSMUSG00000023039,0.958903722
ENSMUSG00000023043,0.995084397
ENSMUSG00000023050,0.484455931
ENSMUSG00000023055,0.991519832
ENSMUSG00000023067,0.762620799
ENSMUSG00000023070,1.282191219
ENSMUSG00000023074,1.345336544
ENSMUSG00000023075,-0.469937481
ENSMUSG00000023078,2.300894575
ENSMUSG00000023087,-0.49349481
ENSMUSG00000023110,0.499036662
ENSMUSG00000023140,2.191380248
ENSMUSG00000023150,-0.534199467
ENSMUSG00000023153,3.160681675
ENSMUSG00000023186,0.736202671
ENSMUSG00000023232,2.219139932
ENSMUSG00000023249,2.328274904
ENSMUSG00000023277,0.623646559
ENSMUSG00000023328,1.303461848
ENSMUSG00000023393,-0.697629247
ENSMUSG00000023460,-0.45842042
ENSMUSG00000023473,-0.518170429
ENSMUSG00000023707,-0.690230197
ENSMUSG00000023755,1.01488319
ENSMUSG00000023791,0.650867964
ENSMUSG00000023809,-0.806224635
ENSMUSG00000023827,1.715525829
ENSMUSG00000023832,0.63270095
ENSMUSG00000023873,1.681126253
ENSMUSG00000023904,0.748810683
ENSMUSG00000023905,1.625325459
ENSMUSG00000023906,1.71629275
ENSMUSG00000023935,1.82776186
ENSMUSG00000023944,0.530744086
ENSMUSG00000023951,-0.725563272
ENSMUSG00000023959,0.939522406
ENSMUSG00000023961,0.43611333
ENSMUSG00000023963,1.356265879
ENSMUSG00000023966,1.397696509
ENSMUSG00000023972,1.149863196
ENSMUSG00000023973,-0.557078208
ENSMUSG00000024012,-0.53894651
ENSMUSG00000024018,-0.711357314
ENSMUSG00000024027,-0.944989437
ENSMUSG00000024030,0.613956832
ENSMUSG00000024039,-0.822904961
ENSMUSG00000024045,-0.499998088
ENSMUSG00000024052,0.869183903
ENSMUSG00000024056,1.609704722
ENSMUSG00000024059,1.15650567
ENSMUSG00000024078,0.778309741
ENSMUSG00000024081,0.388040687
ENSMUSG00000024084,0.75395525
ENSMUSG00000024097,-0.727368326
ENSMUSG00000024098,-0.528955833
ENSMUSG00000024109,-0.568878086
ENSMUSG00000024121,-0.466857122
ENSMUSG00000024136,-1.285887882
ENSMUSG00000024151,0.581979803
ENSMUSG00000024164,1.484486295
ENSMUSG00000024165,-0.635431685
ENSMUSG00000024180,-0.626105845
ENSMUSG00000024186,-0.546159177
ENSMUSG00000024187,1.224447396
ENSMUSG00000024188,-0.50773739
ENSMUSG00000024193,-0.691324284
ENSMUSG00000024197,1.472019662
ENSMUSG00000024206,-0.882587352
ENSMUSG00000024208,-0.857813499
ENSMUSG00000024219,-0.491885754
ENSMUSG00000024220,-0.46080622
ENSMUSG00000024231,0.448984454
ENSMUSG00000024232,1.874980079
ENSMUSG00000024236,0.882850026
ENSMUSG00000024247,-0.667543386
ENSMUSG00000024253,0.96058664
ENSMUSG00000024256,1.37227911
ENSMUSG00000024261,-0.757977669
ENSMUSG00000024270,0.682388031
ENSMUSG00000024286,-0.625318893
ENSMUSG00000024294,-0.848995143
ENSMUSG00000024298,-1.076551213
ENSMUSG00000024302,2.756663653
ENSMUSG00000024330,-1.369696403
ENSMUSG00000024331,1.215376528
ENSMUSG00000024338,1.178473681
ENSMUSG00000024339,0.811275087
ENSMUSG00000024347,1.49859232
ENSMUSG00000024349,0.914421387
ENSMUSG00000024371,0.998666052
ENSMUSG00000024378,-0.734514774
ENSMUSG00000024382,0.563505847
ENSMUSG00000024383,-0.54323297
ENSMUSG00000024393,-0.455193205
ENSMUSG00000024403,1.722402449
ENSMUSG00000024410,0.447695737
ENSMUSG00000024411,1.985404016
ENSMUSG00000024421,1.31144127
ENSMUSG00000024423,-0.584926108
ENSMUSG00000024426,0.589318928
ENSMUSG00000024472,-0.621501423
ENSMUSG00000024479,0.831469315
ENSMUSG00000024501,1.105201684
ENSMUSG00000024502,3.016648909
ENSMUSG00000024516,-0.695717768
ENSMUSG00000024526,5.475484303
ENSMUSG00000024529,1.472085127
ENSMUSG00000024535,-0.512119764
ENSMUSG00000024538,1.100713917
ENSMUSG00000024553,-1.294960881
ENSMUSG00000024558,0.639545398
ENSMUSG00000024589,0.473149001
ENSMUSG00000024594,-0.45736614
ENSMUSG00000024601,-0.812039195
ENSMUSG00000024640,-0.799074642
ENSMUSG00000024654,0.78048333
ENSMUSG00000024659,1.07284956
ENSMUSG00000024673,1.635782939
ENSMUSG00000024691,0.893171178
ENSMUSG00000024697,2.354859448
ENSMUSG00000024712,-0.566240098
ENSMUSG00000024727,5.730714702
ENSMUSG00000024736,1.155821853
ENSMUSG00000024743,-0.698950133
ENSMUSG00000024766,-0.64767173
ENSMUSG00000024773,0.678772619
ENSMUSG00000024781,1.150313088
ENSMUSG00000024805,-0.579701917
ENSMUSG00000024812,0.850180503
ENSMUSG00000024816,1.225932575
ENSMUSG00000024831,0.94873908
ENSMUSG00000024843,-0.642316031
ENSMUSG00000024845,-0.430428884
ENSMUSG00000024847,0.633275022
ENSMUSG00000024855,0.607497722
ENSMUSG00000024856,-0.612213905
ENSMUSG00000024885,1.642006289
ENSMUSG00000024889,0.901924268
ENSMUSG00000024892,-0.59807601
ENSMUSG00000024899,-1.254707922
ENSMUSG00000024900,1.095181165
ENSMUSG00000024907,1.534725816
ENSMUSG00000024909,0.803066029
ENSMUSG00000024913,0.631048041
ENSMUSG00000024924,-0.637065808
ENSMUSG00000024926,0.478352441
ENSMUSG00000024942,0.402542245
ENSMUSG00000024949,-0.583903011
ENSMUSG00000024952,-0.495587772
ENSMUSG00000024958,-0.516581147
ENSMUSG00000024960,0.484199781
ENSMUSG00000024962,-0.570490885
ENSMUSG00000024972,-0.986777577
ENSMUSG00000025006,1.082067193
ENSMUSG00000025016,-0.433449626
ENSMUSG00000025025,0.726302978
ENSMUSG00000025027,0.451087962
ENSMUSG00000025036,-1.235114406
ENSMUSG00000025037,0.544180974
ENSMUSG00000025038,1.094036358
ENSMUSG00000025066,0.492681937
ENSMUSG00000025068,0.511586856
ENSMUSG00000025069,2.173372405
ENSMUSG00000025076,0.906243608
ENSMUSG00000025086,-0.54293464
ENSMUSG00000025103,-0.608992277
ENSMUSG00000025133,0.603061949
ENSMUSG00000025137,-0.640925763
ENSMUSG00000025139,-0.545460448
ENSMUSG00000025140,-0.950351399
ENSMUSG00000025173,-0.645613128
ENSMUSG00000025176,1.267198667
ENSMUSG00000025189,-0.930340512
ENSMUSG00000025199,-0.83037453
ENSMUSG00000025207,2.007483228
ENSMUSG00000025208,0.48438547
ENSMUSG00000025221,3.32702321
ENSMUSG00000025225,0.673766704
ENSMUSG00000025240,-0.518142757
ENSMUSG00000025257,1.088298058
ENSMUSG00000025262,-0.77874625
ENSMUSG00000025264,-0.426628319
ENSMUSG00000025268,1.060944891
ENSMUSG00000025272,2.032498891
ENSMUSG00000025283,0.533540562
ENSMUSG00000025316,-0.7266849
ENSMUSG00000025323,-0.566595739
ENSMUSG00000025324,1.26417823
ENSMUSG00000025348,0.852717662
ENSMUSG00000025351,-0.491273331
ENSMUSG00000025352,2.196315892
ENSMUSG00000025357,1.140297771
ENSMUSG00000025375,-0.438872899
ENSMUSG00000025417,-0.536818585
ENSMUSG00000025420,1.143819582
ENSMUSG00000025429,-0.991052897
ENSMUSG00000025453,-0.563617195
ENSMUSG00000025464,0.893062173
ENSMUSG00000025468,1.920851632
ENSMUSG00000025475,2.618810535
ENSMUSG00000025477,-0.568537503
ENSMUSG00000025481,1.706958009
ENSMUSG00000025484,-0.553351001
ENSMUSG00000025492,1.20206238
ENSMUSG00000025495,0.620268945
ENSMUSG00000025504,0.657913534
ENSMUSG00000025508,-0.467436814
ENSMUSG00000025509,0.827684788
ENSMUSG00000025510,0.770372599
ENSMUSG00000025533,0.805120755
ENSMUSG00000025538,0.817759724
ENSMUSG00000025545,0.79887171
ENSMUSG00000025571,-0.48585856
ENSMUSG00000025579,0.44707969
ENSMUSG00000025647,0.611529145
ENSMUSG00000025651,0.50557079
ENSMUSG00000025656,-0.757673975
ENSMUSG00000025702,-0.757505124
ENSMUSG00000025728,-0.409743335
ENSMUSG00000025738,-0.799610941
ENSMUSG00000025746,1.667140825
ENSMUSG00000025747,-0.589231375
ENSMUSG00000025757,0.489406455
ENSMUSG00000025759,-0.541305486
ENSMUSG00000025764,-0.569595098
ENSMUSG00000025777,-0.503257187
ENSMUSG00000025779,0.792706559
ENSMUSG00000025785,0.511378089
ENSMUSG00000025825,-0.682399666
ENSMUSG00000025871,-0.875388911
ENSMUSG00000025888,1.741395047
ENSMUSG00000025889,1.520908692
ENSMUSG00000025893,-0.896922952
ENSMUSG00000025931,1.317134699
ENSMUSG00000025935,-0.683835733
ENSMUSG00000025949,-0.482740567
ENSMUSG00000025958,-0.465066289
ENSMUSG00000025963,1.662725589
ENSMUSG00000025967,-0.463294504
ENSMUSG00000025982,-0.448453793
ENSMUSG00000025993,0.895354078
ENSMUSG00000026003,1.036187809
ENSMUSG00000026004,-0.608692851
ENSMUSG00000026005,-0.480668125
ENSMUSG00000026018,1.44868695
ENSMUSG00000026027,0.896226378
ENSMUSG00000026029,0.872792021
ENSMUSG00000026031,-0.45914695
ENSMUSG00000026034,-0.732710418
ENSMUSG00000026042,0.963625379
ENSMUSG00000026043,1.068549473
ENSMUSG00000026072,-0.515566399
ENSMUSG00000026073,2.633575308
ENSMUSG00000026094,1.287384968
ENSMUSG00000026098,1.053834148
ENSMUSG00000026102,0.859849755
ENSMUSG00000026104,1.288203037
ENSMUSG00000026112,-0.530878985
ENSMUSG00000026113,-0.51927866
ENSMUSG00000026114,2.021699477
ENSMUSG00000026131,-0.517822188
ENSMUSG00000026135,-0.569260733
ENSMUSG00000026153,-0.646060044
ENSMUSG00000026171,0.570006088
ENSMUSG00000026175,1.153049323
ENSMUSG00000026187,0.661160858
ENSMUSG00000026188,1.160493838
ENSMUSG00000026204,-0.607626347
ENSMUSG00000026222,1.772575606
ENSMUSG00000026238,-0.50405846
ENSMUSG00000026248,0.522870851
ENSMUSG00000026279,0.860158487
ENSMUSG00000026281,-0.583406227
ENSMUSG00000026303,-0.580398798
ENSMUSG00000026304,1.466086245
ENSMUSG00000026307,-0.412814244
ENSMUSG00000026311,-0.472026737
ENSMUSG00000026313,-0.601354465
ENSMUSG00000026349,-0.653545208
ENSMUSG00000026365,1.054508115
ENSMUSG00000026380,1.087351479
ENSMUSG00000026389,1.01713387
ENSMUSG00000026399,3.560598387
ENSMUSG00000026409,-0.868143544
ENSMUSG00000026411,0.977467708
ENSMUSG00000026417,0.53512219
ENSMUSG00000026421,0.627405137
ENSMUSG00000026429,0.87883608
ENSMUSG00000026433,2.888637475
ENSMUSG00000026434,-0.532366983
ENSMUSG00000026443,1.154187532
ENSMUSG00000026458,1.293035279
ENSMUSG00000026471,1.488018323
ENSMUSG00000026473,0.595927806
ENSMUSG00000026475,0.826040918
ENSMUSG00000026479,0.669853904
ENSMUSG00000026489,0.734904168
ENSMUSG00000026504,0.850134308
ENSMUSG00000026510,0.768471534
ENSMUSG00000026511,-0.706848887
ENSMUSG00000026519,0.555128437
ENSMUSG00000026525,1.670107569
ENSMUSG00000026536,1.098320911
ENSMUSG00000026544,0.712356182
ENSMUSG00000026548,1.466076675
ENSMUSG00000026556,0.837965387
ENSMUSG00000026558,-0.839859476
ENSMUSG00000026563,0.51082542
ENSMUSG00000026574,1.625968709
ENSMUSG00000026575,0.964615832
ENSMUSG00000026579,0.734356575
ENSMUSG00000026581,2.49427413
ENSMUSG00000026585,0.863413987
ENSMUSG00000026587,2.079459221
ENSMUSG00000026589,-0.718972841
ENSMUSG00000026600,-0.429535531
ENSMUSG00000026610,0.507185493
ENSMUSG00000026611,1.437648032
ENSMUSG00000026622,1.740118396
ENSMUSG00000026634,-0.436888958
ENSMUSG00000026638,0.725584148
ENSMUSG00000026646,-1.024215031
ENSMUSG00000026657,0.478106397
ENSMUSG00000026664,0.65029954
ENSMUSG00000026667,-0.492740368
ENSMUSG00000026672,0.974950999
ENSMUSG00000026688,0.982455453
ENSMUSG00000026696,-0.44250849
ENSMUSG00000026701,-0.533485381
ENSMUSG00000026712,2.208845242
ENSMUSG00000026718,0.498448541
ENSMUSG00000026727,0.694952276
ENSMUSG00000026728,0.677834591
ENSMUSG00000026730,2.545305888
ENSMUSG00000026739,-0.541016227
ENSMUSG00000026749,0.615282673
ENSMUSG00000026755,-0.438727719
ENSMUSG00000026771,-0.4952721
ENSMUSG00000026786,1.995443846
ENSMUSG00000026792,0.816109153
ENSMUSG00000026796,0.52054244
ENSMUSG00000026799,0.682714239
ENSMUSG00000026810,-0.745646689
ENSMUSG00000026811,-0.777319843
ENSMUSG00000026817,0.823588655
ENSMUSG00000026821,0.736047112
ENSMUSG00000026822,1.919999177
ENSMUSG00000026825,1.751178686
ENSMUSG00000026826,-0.826709789
ENSMUSG00000026827,-1.208228305
ENSMUSG00000026829,1.674081335
ENSMUSG00000026831,1.713479674
ENSMUSG00000026833,0.825390331
ENSMUSG00000026834,-0.737829436
ENSMUSG00000026837,0.940621873
ENSMUSG00000026843,-0.412111317
ENSMUSG00000026848,-0.417134102
ENSMUSG00000026853,0.529268286
ENSMUSG00000026869,0.535248351
ENSMUSG00000026870,1.671716317
ENSMUSG00000026879,0.603721056
ENSMUSG00000026880,1.063589952
ENSMUSG00000026896,0.855823859
ENSMUSG00000026923,-0.839153791
ENSMUSG00000026924,-0.576435398
ENSMUSG00000026927,-0.520740786
ENSMUSG00000026944,-0.71415925
ENSMUSG00000026946,1.050566438
ENSMUSG00000026965,0.501843135
ENSMUSG00000026979,0.658547004
ENSMUSG00000026981,1.624109321
ENSMUSG00000026986,2.818769431
ENSMUSG00000026989,2.010133493
ENSMUSG00000026991,-0.52153936
ENSMUSG00000027002,-0.465653999
ENSMUSG00000027006,-0.411061459
ENSMUSG00000027011,-0.490630984
ENSMUSG00000027014,0.708601552
ENSMUSG00000027078,0.792228582
ENSMUSG00000027107,1.110296265
ENSMUSG00000027111,0.564955101
ENSMUSG00000027130,-0.521463534
ENSMUSG00000027134,1.018758598
ENSMUSG00000027162,-0.73313716
ENSMUSG00000027166,-0.655976314
ENSMUSG00000027173,0.973175248
ENSMUSG00000027187,1.56168983
ENSMUSG00000027188,2.067979613
ENSMUSG00000027189,-0.483119226
ENSMUSG00000027198,0.608046996
ENSMUSG00000027210,-0.549264215
ENSMUSG00000027219,0.912200542
ENSMUSG00000027220,-0.52464616
ENSMUSG00000027230,-0.60468559
ENSMUSG00000027238,0.564001531
ENSMUSG00000027248,-0.422535103
ENSMUSG00000027259,-0.658828368
ENSMUSG00000027287,-0.540859631
ENSMUSG00000027288,-0.684939236
ENSMUSG00000027297,0.940207263
ENSMUSG00000027315,1.145724583
ENSMUSG00000027316,1.372493805
ENSMUSG00000027333,0.696808991
ENSMUSG00000027339,0.912151925
ENSMUSG00000027344,2.127807415
ENSMUSG00000027400,-1.210859235
ENSMUSG00000027412,0.589652697
ENSMUSG00000027419,-0.855108217
ENSMUSG00000027428,0.936211576
ENSMUSG00000027430,1.088589775
ENSMUSG00000027433,0.427946053
ENSMUSG00000027434,-0.551199753
ENSMUSG00000027452,1.570523857
ENSMUSG00000027463,2.256408609
ENSMUSG00000027472,-0.514753175
ENSMUSG00000027488,0.742796391
ENSMUSG00000027498,0.510048639
ENSMUSG00000027506,-0.49513245
ENSMUSG00000027514,2.843166845
ENSMUSG00000027520,-0.584873509
ENSMUSG00000027525,1.813072649
ENSMUSG00000027533,0.695926675
ENSMUSG00000027536,0.703501239
ENSMUSG00000027544,-0.630207577
ENSMUSG00000027547,0.82967193
ENSMUSG00000027555,1.168661162
ENSMUSG00000027575,-0.418655237
ENSMUSG00000027581,1.708538417
ENSMUSG00000027603,0.691987794
ENSMUSG00000027615,-0.5162972
ENSMUSG00000027624,-0.572164559
ENSMUSG00000027635,1.053316674
ENSMUSG00000027639,0.435181836
ENSMUSG00000027646,0.795112632
ENSMUSG00000027649,0.548876369
ENSMUSG00000027674,-0.40792312
ENSMUSG00000027677,-0.687891877
ENSMUSG00000027680,0.501760215
ENSMUSG00000027692,0.45029897
ENSMUSG00000027695,1.538799767
ENSMUSG00000027710,-0.572592442
ENSMUSG00000027742,-0.458474815
ENSMUSG00000027746,-0.486169922
ENSMUSG00000027748,1.27015345
ENSMUSG00000027750,1.087847582
ENSMUSG00000027784,-0.787398572
ENSMUSG00000027797,1.371275087
ENSMUSG00000027801,0.63964146
ENSMUSG00000027808,-1.046147437
ENSMUSG00000027809,0.538382143
ENSMUSG00000027822,-0.45548099
ENSMUSG00000027828,-0.845206959
ENSMUSG00000027829,-0.640785127
ENSMUSG00000027848,0.768809809
ENSMUSG00000027858,-0.456465333
ENSMUSG00000027860,0.971653154
ENSMUSG00000027863,4.112531411
ENSMUSG00000027879,-0.521713875
ENSMUSG00000027881,-0.471514054
ENSMUSG00000027913,12.1667254
ENSMUSG00000027931,1.482185043
ENSMUSG00000027933,0.747233165
ENSMUSG00000027935,1.584367943
ENSMUSG00000027938,1.183308768
ENSMUSG00000027956,1.41873295
ENSMUSG00000027957,-0.558419011
ENSMUSG00000027962,1.419424526
ENSMUSG00000027995,0.953568325
ENSMUSG00000028001,2.407655387
ENSMUSG00000028005,0.956212053
ENSMUSG00000028016,1.156272595
ENSMUSG00000028037,2.89438001
ENSMUSG00000028059,0.689702151
ENSMUSG00000028060,-0.564247415
ENSMUSG00000028068,1.01194984
ENSMUSG00000028082,0.477802914
ENSMUSG00000028085,0.694519637
ENSMUSG00000028088,0.878406642
ENSMUSG00000028099,0.606563221
ENSMUSG00000028134,-0.471542573
ENSMUSG00000028137,-0.427191559
ENSMUSG00000028165,-0.599316113
ENSMUSG00000028172,1.25122786
ENSMUSG00000028187,0.497914028
ENSMUSG00000028189,0.855782891
ENSMUSG00000028199,0.657227711
ENSMUSG00000028214,2.196018891
ENSMUSG00000028217,2.639888806
ENSMUSG00000028223,0.865913479
ENSMUSG00000028251,1.138061506
ENSMUSG00000028264,-1.414715264
ENSMUSG00000028268,2.21878642
ENSMUSG00000028270,2.186665948
ENSMUSG00000028284,-0.432118256
ENSMUSG00000028307,9.776671806
ENSMUSG00000028327,0.895477148
ENSMUSG00000028328,1.279455562
ENSMUSG00000028329,0.751031832
ENSMUSG00000028339,0.769824793
ENSMUSG00000028351,2.811405289
ENSMUSG00000028357,-0.698381287
ENSMUSG00000028364,1.283671475
ENSMUSG00000028370,1.003787815
ENSMUSG00000028383,0.486225626
ENSMUSG00000028399,-0.909711686
ENSMUSG00000028412,-0.412674923
ENSMUSG00000028414,-0.613591107
ENSMUSG00000028453,0.816600138
ENSMUSG00000028456,-0.461875892
ENSMUSG00000028459,-1.071192507
ENSMUSG00000028466,1.406708392
ENSMUSG00000028469,0.448381741
ENSMUSG00000028480,2.013495018
ENSMUSG00000028494,1.688849067
ENSMUSG00000028495,-0.586295388
ENSMUSG00000028536,1.282948596
ENSMUSG00000028538,-0.520652822
ENSMUSG00000028557,-0.454683757
ENSMUSG00000028559,0.496485917
ENSMUSG00000028567,0.449912024
ENSMUSG00000028572,-0.46188184
ENSMUSG00000028576,0.961157446
ENSMUSG00000028597,0.999403299
ENSMUSG00000028599,1.355200504
ENSMUSG00000028601,-1.045549317
ENSMUSG00000028607,1.100158683
ENSMUSG00000028608,-0.582488155
ENSMUSG00000028626,1.337488316
ENSMUSG00000028634,-0.529796814
ENSMUSG00000028639,-0.462795656
ENSMUSG00000028646,-0.419169279
ENSMUSG00000028671,-0.689504377
ENSMUSG00000028676,-0.484255194
ENSMUSG00000028689,-0.696997998
ENSMUSG00000028696,0.658947121
ENSMUSG00000028699,5.436465226
ENSMUSG00000028700,-0.46653872
ENSMUSG00000028703,0.441716469
ENSMUSG00000028710,0.545253443
ENSMUSG00000028716,1.321676388
ENSMUSG00000028719,-0.484552556
ENSMUSG00000028753,-1.118557309
ENSMUSG00000028766,1.677739223
ENSMUSG00000028771,0.685455413
ENSMUSG00000028779,0.504831886
ENSMUSG00000028788,-0.44979981
ENSMUSG00000028801,1.30488326
ENSMUSG00000028804,-1.137075376
ENSMUSG00000028830,0.423328065
ENSMUSG00000028841,0.566746385
ENSMUSG00000028842,-0.762607405
ENSMUSG00000028845,1.44187421
ENSMUSG00000028849,0.492167296
ENSMUSG00000028860,0.715739714
ENSMUSG00000028865,1.539361895
ENSMUSG00000028878,-0.499607551
ENSMUSG00000028886,0.428563256
ENSMUSG00000028889,-0.592030198
ENSMUSG00000028909,-0.452030434
ENSMUSG00000028954,0.857665007
ENSMUSG00000028959,-0.422385356
ENSMUSG00000028962,-0.420474475
ENSMUSG00000028964,-0.444355382
ENSMUSG00000028975,0.621128426
ENSMUSG00000028988,-0.675404354
ENSMUSG00000028989,1.93910873
ENSMUSG00000028999,-0.5134755
ENSMUSG00000029014,0.441061519
ENSMUSG00000029017,0.407427774
ENSMUSG00000029027,-0.589797364
ENSMUSG00000029029,0.572036581
ENSMUSG00000029054,2.192994066
ENSMUSG00000029068,-0.550704469
ENSMUSG00000029071,-0.435824548
ENSMUSG00000029072,-1.210812693
ENSMUSG00000029074,1.212944351
ENSMUSG00000029084,1.141287675
ENSMUSG00000029093,0.540899852
ENSMUSG00000029101,0.92133601
ENSMUSG00000029102,-0.634793394
ENSMUSG00000029103,0.523262634
ENSMUSG00000029108,1.433199425
ENSMUSG00000029121,1.398463234
ENSMUSG00000029122,2.206195176
ENSMUSG00000029123,1.155999847
ENSMUSG00000029128,-0.550285315
ENSMUSG00000029134,2.029104739
ENSMUSG00000029141,0.698787731
ENSMUSG00000029145,0.719948387
ENSMUSG00000029148,0.407477156
ENSMUSG00000029153,-0.547697263
ENSMUSG00000029156,0.514398125
ENSMUSG00000029161,0.790572749
ENSMUSG00000029176,0.416626133
ENSMUSG00000029185,-0.522299863
ENSMUSG00000029190,-0.547552766
ENSMUSG00000029196,-0.516912708
ENSMUSG00000029201,-0.554925419
ENSMUSG00000029208,-0.501532385
ENSMUSG00000029217,0.697102257
ENSMUSG00000029221,-0.724136498
ENSMUSG00000029223,0.692295294
ENSMUSG00000029228,0.579771194
ENSMUSG00000029238,-0.857022806
ENSMUSG00000029246,-0.750948616
ENSMUSG00000029276,0.921505421
ENSMUSG00000029283,-1.060398625
ENSMUSG00000029298,1.414862512
ENSMUSG00000029304,1.087273252
ENSMUSG00000029310,0.581990422
ENSMUSG00000029311,1.764110407
ENSMUSG00000029312,0.54245567
ENSMUSG00000029319,-0.500605899
ENSMUSG00000029330,0.533415493
ENSMUSG00000029333,0.803595056
ENSMUSG00000029334,0.975387047
ENSMUSG00000029345,0.460389663
ENSMUSG00000029348,2.790114495
ENSMUSG00000029364,-0.843756805
ENSMUSG00000029370,0.560310803
ENSMUSG00000029371,1.950411298
ENSMUSG00000029381,0.620260937
ENSMUSG00000029385,1.32101569
ENSMUSG00000029386,1.012903485
ENSMUSG00000029388,0.456432907
ENSMUSG00000029390,-0.70693771
ENSMUSG00000029392,0.673797189
ENSMUSG00000029407,-0.457636016
ENSMUSG00000029419,0.804733961
ENSMUSG00000029420,-0.59591286
ENSMUSG00000029422,-0.476858503
ENSMUSG00000029433,-0.480763781
ENSMUSG00000029439,-0.494674369
ENSMUSG00000029446,-0.585490246
ENSMUSG00000029449,0.973345738
ENSMUSG00000029466,0.517948927
ENSMUSG00000029467,-0.478964278
ENSMUSG00000029469,0.704316301
ENSMUSG00000029475,-0.481042214
ENSMUSG00000029486,0.82407807
ENSMUSG00000029512,0.526576654
ENSMUSG00000029534,1.121764989
ENSMUSG00000029544,-1.090897164
ENSMUSG00000029545,1.251049571
ENSMUSG00000029552,0.559809274
ENSMUSG00000029561,2.173632448
ENSMUSG00000029569,0.489252964
ENSMUSG00000029587,-0.466460523
ENSMUSG00000029599,0.465721998
ENSMUSG00000029602,1.894834139
ENSMUSG00000029607,-1.316583863
ENSMUSG00000029621,-0.61225451
ENSMUSG00000029640,-0.451652903
ENSMUSG00000029647,-0.562959766
ENSMUSG00000029661,0.936406591
ENSMUSG00000029664,1.511207779
ENSMUSG00000029675,1.352651214
ENSMUSG00000029695,3.250645291
ENSMUSG00000029699,0.867827888
ENSMUSG00000029703,0.58231208
ENSMUSG00000029716,2.486743609
ENSMUSG00000029752,-0.502820732
ENSMUSG00000029757,1.591943465
ENSMUSG00000029761,1.163135882
ENSMUSG00000029762,1.159323592
ENSMUSG00000029769,1.02808541
ENSMUSG00000029775,-0.653061517
ENSMUSG00000029781,-0.714308414
ENSMUSG00000029798,1.828840364
ENSMUSG00000029802,2.012673063
ENSMUSG00000029817,-0.503228305
ENSMUSG00000029821,1.113601876
ENSMUSG00000029822,0.883763543
ENSMUSG00000029823,-0.563354248
ENSMUSG00000029828,1.22396095
ENSMUSG00000029830,4.268859154
ENSMUSG00000029833,0.680510747
ENSMUSG00000029851,1.269120683
ENSMUSG00000029859,1.736231303
ENSMUSG00000029860,1.446196169
ENSMUSG00000029864,0.808789561
ENSMUSG00000029868,2.379998288
ENSMUSG00000029869,2.489934113
ENSMUSG00000029923,1.257184837
ENSMUSG00000029924,-0.411894201
ENSMUSG00000029992,-0.947345985
ENSMUSG00000029998,0.608628938
ENSMUSG00000029999,1.425057314
ENSMUSG00000030002,-0.448157122
ENSMUSG00000030016,-0.499407159
ENSMUSG00000030019,-0.528930633
ENSMUSG00000030020,0.644791762
ENSMUSG00000030030,1.035343648
ENSMUSG00000030032,0.766482977
ENSMUSG00000030051,1.046254803
ENSMUSG00000030057,-0.560286626
ENSMUSG00000030060,0.495330774
ENSMUSG00000030062,-0.443999663
ENSMUSG00000030082,-0.626102344
ENSMUSG00000030083,0.597193384
