Gene_ID,MS_logFC
ENSMUSG00000029518,-0.384394546
ENSMUSG00000029545,0.316293077
ENSMUSG00000029552,0.597071812
ENSMUSG00000029575,-0.425010538
ENSMUSG00000029581,-1.856145448
ENSMUSG00000029610,0.689499941
ENSMUSG00000029616,0.631289306
ENSMUSG00000029621,-0.611231832
ENSMUSG00000029622,0.350372964
ENSMUSG00000029632,-0.838978184
ENSMUSG00000029644,-0.377676844
ENSMUSG00000029657,0.416847528
ENSMUSG00000029713,-0.527027233
ENSMUSG00000029757,0.69897847
ENSMUSG00000029772,-0.222684477
ENSMUSG00000029823,-0.368534954
ENSMUSG00000029836,-0.147660148
ENSMUSG00000029840,-0.41904776
ENSMUSG00000029992,-0.588631547
ENSMUSG00000029998,-0.700690406
ENSMUSG00000030007,0.352425245
ENSMUSG00000030036,0.709170597
ENSMUSG00000030058,-0.351318193
ENSMUSG00000030079,0.51729581
ENSMUSG00000030082,-0.313620031
ENSMUSG00000030189,1.371402509
ENSMUSG00000030216,-0.326576667
ENSMUSG00000030245,-0.813044809
ENSMUSG00000030246,2.078491808
ENSMUSG00000030272,0.589883876
ENSMUSG00000030298,-0.23479567
ENSMUSG00000030301,0.661180776
ENSMUSG00000030302,-0.887986588
ENSMUSG00000030304,0.284507217
ENSMUSG00000030319,0.626688428
ENSMUSG00000030327,-0.136965093
ENSMUSG00000030403,0.697113858
ENSMUSG00000030409,-1.070151413
ENSMUSG00000030447,0.128879864
ENSMUSG00000030512,-0.244368366
ENSMUSG00000030533,0.944999578
ENSMUSG00000030536,0.27767478
ENSMUSG00000030541,-0.602276002
ENSMUSG00000030555,-0.261269388
ENSMUSG00000030560,0.943619172
ENSMUSG00000030655,-0.491359134
ENSMUSG00000030659,-0.662762785
ENSMUSG00000030681,0.742988876
ENSMUSG00000030683,0.239176551
ENSMUSG00000030739,1.722500232
ENSMUSG00000030754,-0.300852813
ENSMUSG00000030759,0.780616249
ENSMUSG00000030770,-0.345515396
ENSMUSG00000030793,0.786723755
ENSMUSG00000030795,-0.257846468
ENSMUSG00000030824,-0.34863523
ENSMUSG00000030826,-0.216970989
ENSMUSG00000030838,0.499719859
ENSMUSG00000030842,-0.464874928
ENSMUSG00000030847,1.823825931
ENSMUSG00000030852,0.779741197
ENSMUSG00000030861,-0.641451036
ENSMUSG00000030870,-0.536427559
ENSMUSG00000030873,1.552114167
ENSMUSG00000030881,0.175172104
ENSMUSG00000030890,0.642061726
ENSMUSG00000030894,-0.438332873
ENSMUSG00000030909,0.678701131
ENSMUSG00000030942,-0.348531464
ENSMUSG00000030978,0.931194265
ENSMUSG00000030986,-0.514432186
ENSMUSG00000030987,0.348625227
ENSMUSG00000031060,-0.165524664
ENSMUSG00000031068,0.331124742
ENSMUSG00000031078,0.155600058
ENSMUSG00000031093,1.365571302
ENSMUSG00000031095,0.34307184
ENSMUSG00000031105,-1.115104605
ENSMUSG00000031134,-0.218158196
ENSMUSG00000031144,-0.324929879
ENSMUSG00000031149,0.946553583
ENSMUSG00000031161,0.451597523
ENSMUSG00000031176,-0.309050006
ENSMUSG00000031201,0.414859672
ENSMUSG00000031202,-0.538820282
ENSMUSG00000031207,0.58694984
ENSMUSG00000031246,-0.322374616
ENSMUSG00000031266,0.780490517
ENSMUSG00000031299,-0.673549423
ENSMUSG00000031309,0.159019364
ENSMUSG00000031333,-0.905721163
ENSMUSG00000031357,-0.828898132
ENSMUSG00000031360,0.583347881
ENSMUSG00000031388,0.733502424
ENSMUSG00000031393,-0.242221555
ENSMUSG00000031400,0.343983591
ENSMUSG00000031402,0.698978636
ENSMUSG00000031432,-0.553207597
ENSMUSG00000031447,-0.852399321
ENSMUSG00000031539,-0.128682238
ENSMUSG00000031555,-0.603536102
ENSMUSG00000031584,-0.52105821
ENSMUSG00000031596,-0.444645895
ENSMUSG00000031601,-0.901518794
ENSMUSG00000031626,0.785533003
ENSMUSG00000031634,0.515941714
ENSMUSG00000031671,-0.768466652
ENSMUSG00000031672,-0.333922772
ENSMUSG00000031681,0.846851524
ENSMUSG00000031696,0.344508542
ENSMUSG00000031701,0.151621876
ENSMUSG00000031708,0.682446753
ENSMUSG00000031729,0.365477219
ENSMUSG00000031731,0.270496402
ENSMUSG00000031748,-0.617493452
ENSMUSG00000031767,-0.923835904
ENSMUSG00000031838,1.735026841
ENSMUSG00000031840,-1.079004462
ENSMUSG00000031865,0.172941883
ENSMUSG00000031887,0.332203627
ENSMUSG00000031903,0.529052142
ENSMUSG00000031913,0.194607371
ENSMUSG00000031916,0.417043167
ENSMUSG00000031948,0.420877731
ENSMUSG00000031958,-0.365965126
ENSMUSG00000031974,-0.673327913
ENSMUSG00000031988,0.333599948
ENSMUSG00000032040,-0.676753103
ENSMUSG00000032046,0.440102746
ENSMUSG00000032047,-0.182069522
ENSMUSG00000032050,0.556216819
ENSMUSG00000032060,2.143684614
ENSMUSG00000032078,0.392624411
ENSMUSG00000032103,-2.717109278
ENSMUSG00000032115,-0.628538951
ENSMUSG00000032120,-0.642713161
ENSMUSG00000032126,0.412625749
ENSMUSG00000032181,-0.703631147
ENSMUSG00000032184,-0.379065433
ENSMUSG00000032202,-0.456668507
ENSMUSG00000032212,-0.134640957
ENSMUSG00000032220,0.951801326
ENSMUSG00000032231,0.708053715
ENSMUSG00000032279,-0.880067677
ENSMUSG00000032280,-0.588114141
ENSMUSG00000032285,0.51299261
ENSMUSG00000032289,-3.034194834
ENSMUSG00000032290,-0.884128364
ENSMUSG00000032306,0.7039165
ENSMUSG00000032314,-0.364322886
ENSMUSG00000032320,-0.556638018
ENSMUSG00000032328,-0.630833966
ENSMUSG00000032336,-0.213655995
ENSMUSG00000032352,0.631299786
ENSMUSG00000032369,0.839144935
ENSMUSG00000032383,0.44989448
ENSMUSG00000032386,0.570543389
ENSMUSG00000032412,0.563585905
ENSMUSG00000032423,-0.236111461
ENSMUSG00000032434,0.345967389
ENSMUSG00000032475,0.320450204
ENSMUSG00000032479,0.758944494
ENSMUSG00000032504,-0.175977696
ENSMUSG00000032527,-0.530756631
ENSMUSG00000032549,-0.329062545
ENSMUSG00000032553,-0.573584005
ENSMUSG00000032557,-0.229112831
ENSMUSG00000032562,-0.456406233
ENSMUSG00000032565,0.535304897
ENSMUSG00000032575,-0.669317015
ENSMUSG00000032590,0.329209927
ENSMUSG00000032602,1.068158932
ENSMUSG00000032607,0.308602445
ENSMUSG00000032615,-0.528950053
ENSMUSG00000032763,1.471665086
ENSMUSG00000032788,-0.489647248
ENSMUSG00000032959,-0.441845343
ENSMUSG00000032966,-0.438532071
ENSMUSG00000032997,0.27773986
ENSMUSG00000033014,0.42646762
ENSMUSG00000033088,0.740180987
ENSMUSG00000033157,-0.881695495
ENSMUSG00000033166,0.185916239
ENSMUSG00000033174,0.603334054
ENSMUSG00000033318,1.560956311
ENSMUSG00000033352,0.482501938
ENSMUSG00000033392,0.661171382
ENSMUSG00000033436,1.003403951
ENSMUSG00000033444,0.348141153
ENSMUSG00000033542,1.157472844
ENSMUSG00000033557,-0.477577259
ENSMUSG00000033684,-0.452911443
ENSMUSG00000033703,0.551337648
ENSMUSG00000033732,-0.154082311
ENSMUSG00000033735,0.893099485
ENSMUSG00000033792,0.54588844
ENSMUSG00000033809,1.064611085
ENSMUSG00000033871,-1.05496571
ENSMUSG00000033955,0.522332776
ENSMUSG00000034024,0.396384688
ENSMUSG00000034064,0.855474928
ENSMUSG00000034088,0.392286313
ENSMUSG00000034108,0.940959262
ENSMUSG00000034111,-0.575127007
ENSMUSG00000034145,0.615802576
ENSMUSG00000034254,-0.435886752
ENSMUSG00000034259,0.388448917
ENSMUSG00000034371,0.299775025
ENSMUSG00000034442,0.541053086
ENSMUSG00000034566,-0.343340218
ENSMUSG00000034675,1.435136536
ENSMUSG00000034707,-0.687611194
ENSMUSG00000034709,0.574928425
ENSMUSG00000034744,0.993182136
ENSMUSG00000034781,-0.570707443
ENSMUSG00000034826,-0.263148013
ENSMUSG00000034868,0.570537688
ENSMUSG00000034891,0.307543357
ENSMUSG00000034893,-2.612519295
ENSMUSG00000034903,0.426949874
ENSMUSG00000034993,-0.359263788
ENSMUSG00000035078,-0.232930084
ENSMUSG00000035121,0.701168225
ENSMUSG00000035232,-0.298283224
ENSMUSG00000035325,-0.351656523
ENSMUSG00000035437,0.205653963
ENSMUSG00000035443,0.241212093
ENSMUSG00000035540,0.494641513
ENSMUSG00000035620,0.46614072
ENSMUSG00000035632,-0.477429166
ENSMUSG00000035637,0.769956319
ENSMUSG00000035666,-0.253612925
ENSMUSG00000035780,-0.52457097
ENSMUSG00000035804,-2.503199454
ENSMUSG00000035824,-1.375621294
ENSMUSG00000035936,-0.632372668
ENSMUSG00000036053,0.517293038
ENSMUSG00000036057,0.255325474
ENSMUSG00000036138,0.493177675
ENSMUSG00000036160,-0.254625738
ENSMUSG00000036180,0.22175631
ENSMUSG00000036206,0.510193496
ENSMUSG00000036256,-0.542002136
ENSMUSG00000036257,-0.877354631
ENSMUSG00000036278,-0.483338463
ENSMUSG00000036402,-1.176369198
ENSMUSG00000036499,-0.29177765
ENSMUSG00000036513,0.318714175
ENSMUSG00000036550,-0.94095252
ENSMUSG00000036632,0.334081277
ENSMUSG00000036686,0.782104711
ENSMUSG00000036698,-0.484069781
ENSMUSG00000036733,2.556173467
ENSMUSG00000036752,0.323571725
ENSMUSG00000036769,-0.25695788
ENSMUSG00000036820,-0.466584945
ENSMUSG00000036932,0.460967522
ENSMUSG00000036943,-0.293183374
ENSMUSG00000036968,0.940216219
ENSMUSG00000036986,0.586494449
ENSMUSG00000037012,1.071908532
ENSMUSG00000037149,0.286269259
ENSMUSG00000037217,0.515446701
ENSMUSG00000037331,-0.342399646
ENSMUSG00000037344,0.934715859
ENSMUSG00000037353,0.834684112
ENSMUSG00000037364,-0.140680623
ENSMUSG00000037373,-0.557559147
ENSMUSG00000037379,1.147883523
ENSMUSG00000037470,-0.471375514
ENSMUSG00000037523,1.07619968
ENSMUSG00000037613,1.30046628
ENSMUSG00000037712,0.646902528
ENSMUSG00000037720,0.436206804
ENSMUSG00000037722,-0.360771269
ENSMUSG00000037736,1.75175125
ENSMUSG00000037742,-0.30911772
ENSMUSG00000037805,0.182154049
ENSMUSG00000037851,1.173526108
ENSMUSG00000037852,-1.574847808
ENSMUSG00000038024,-0.343394649
ENSMUSG00000038039,0.595271104
ENSMUSG00000038168,1.088482077
ENSMUSG00000038172,-0.436809657
ENSMUSG00000038213,0.533377403
ENSMUSG00000038372,0.262348887
ENSMUSG00000038387,1.042566393
ENSMUSG00000038422,-0.349223603
ENSMUSG00000038429,0.463166817
ENSMUSG00000038599,0.265303888
ENSMUSG00000038650,1.070279815
ENSMUSG00000038733,-0.46249078
ENSMUSG00000038762,0.449980209
ENSMUSG00000038776,1.63816601
ENSMUSG00000038807,-0.71483468
ENSMUSG00000038828,0.484089695
ENSMUSG00000038844,0.602699235
ENSMUSG00000038859,0.785058105
ENSMUSG00000038880,0.368746862
ENSMUSG00000038900,0.143930471
ENSMUSG00000038991,-0.698059863
ENSMUSG00000039000,0.376461773
ENSMUSG00000039007,-0.510806111
ENSMUSG00000039041,0.251456716
ENSMUSG00000039047,0.529397935
ENSMUSG00000039050,-0.458648661
ENSMUSG00000039062,1.113318132
ENSMUSG00000039063,0.498963435
ENSMUSG00000039108,-0.372448345
ENSMUSG00000039126,-0.310298574
ENSMUSG00000039148,0.209323539
ENSMUSG00000039197,-0.606261054
ENSMUSG00000039230,0.494580429
ENSMUSG00000039253,0.347916747
ENSMUSG00000039262,0.885183717
ENSMUSG00000039263,0.436692051
ENSMUSG00000039361,0.547464265
ENSMUSG00000039382,0.38908796
ENSMUSG00000039431,-0.117627019
ENSMUSG00000039450,0.733819034
ENSMUSG00000039463,-0.764584459
ENSMUSG00000039501,0.571176085
ENSMUSG00000039630,-0.187134946
ENSMUSG00000039682,0.967108827
ENSMUSG00000039697,1.827192128
ENSMUSG00000039704,-0.292294691
ENSMUSG00000039740,-0.201190311
ENSMUSG00000039745,0.775003819
ENSMUSG00000039756,0.605714483
ENSMUSG00000039804,0.543155429
ENSMUSG00000039865,1.195480619
ENSMUSG00000040009,-0.27138376
ENSMUSG00000040010,-0.684840962
ENSMUSG00000040018,-0.370804605
ENSMUSG00000040025,0.473707591
ENSMUSG00000040028,-0.518334083
ENSMUSG00000040158,1.20098489
ENSMUSG00000040236,0.169749286
ENSMUSG00000040249,1.716577597
ENSMUSG00000040322,0.581872743
ENSMUSG00000040354,0.535895184
ENSMUSG00000040446,-0.505824461
ENSMUSG00000040462,-0.33560711
ENSMUSG00000040466,0.765958518
ENSMUSG00000040549,0.416933631
ENSMUSG00000040550,-0.51595379
ENSMUSG00000040560,-0.313220193
ENSMUSG00000040562,0.679223917
ENSMUSG00000040605,-0.478450464
ENSMUSG00000040618,-0.638600176
ENSMUSG00000040675,0.215639419
ENSMUSG00000040687,0.56257677
ENSMUSG00000040699,0.734035909
ENSMUSG00000040701,-2.393272362
ENSMUSG00000040713,-1.103424109
ENSMUSG00000040714,0.779965594
ENSMUSG00000040728,-0.423339334
ENSMUSG00000040731,0.355233058
ENSMUSG00000040760,-0.183567597
ENSMUSG00000040811,0.097849494
ENSMUSG00000040820,0.873327217
ENSMUSG00000040859,0.257375679
ENSMUSG00000040875,0.668945782
ENSMUSG00000040883,1.343833561
ENSMUSG00000040940,0.394306009
ENSMUSG00000041237,-0.265236126
ENSMUSG00000041278,0.44494936
ENSMUSG00000041308,0.51163422
ENSMUSG00000041341,0.252299357
ENSMUSG00000041375,-1.570930565
ENSMUSG00000041417,0.426805759
ENSMUSG00000041426,-0.303179161
ENSMUSG00000041439,0.983171435
ENSMUSG00000041488,-0.545703254
ENSMUSG00000041530,-0.493746101
ENSMUSG00000041556,-0.29467259
ENSMUSG00000041632,0.310170526
ENSMUSG00000041650,-0.440726697
ENSMUSG00000041654,1.329013321
ENSMUSG00000041685,0.293929411
ENSMUSG00000041729,0.747918063
ENSMUSG00000041757,0.590973891
ENSMUSG00000041763,0.503895481
ENSMUSG00000041859,0.706210549
ENSMUSG00000041895,0.469660799
ENSMUSG00000041926,0.323140431
ENSMUSG00000042015,-0.433014213
ENSMUSG00000042032,-0.562937542
ENSMUSG00000042055,-0.51992979
ENSMUSG00000042082,-0.742211345
ENSMUSG00000042111,-0.681443824
ENSMUSG00000042249,0.352518153
ENSMUSG00000042284,0.939295869
ENSMUSG00000042298,-0.569664537
ENSMUSG00000042303,0.501326859
ENSMUSG00000042312,2.007424523
ENSMUSG00000042473,-0.284954737
ENSMUSG00000042502,0.273548376
ENSMUSG00000042557,0.385934742
ENSMUSG00000042569,0.424786374
ENSMUSG00000042625,0.323353143
ENSMUSG00000042628,0.432717219
ENSMUSG00000042642,0.690102197
ENSMUSG00000042705,0.482754549
ENSMUSG00000042787,-0.427307101
ENSMUSG00000042808,0.288847098
ENSMUSG00000043004,0.695801664
ENSMUSG00000043079,0.884115924
ENSMUSG00000043091,0.731022971
ENSMUSG00000043384,1.255013075
ENSMUSG00000043702,-0.343519681
ENSMUSG00000043733,-0.435768327
ENSMUSG00000043991,-0.264485102
ENSMUSG00000044030,-0.354538403
ENSMUSG00000044080,3.234396789
ENSMUSG00000044139,-1.124368348
ENSMUSG00000044155,-0.375200328
ENSMUSG00000044252,1.18667898
ENSMUSG00000044600,-0.918583168
ENSMUSG00000044857,1.01371993
ENSMUSG00000044982,-0.475317734
ENSMUSG00000044988,-1.205662745
ENSMUSG00000045038,-0.402315687
ENSMUSG00000045180,0.707106332
ENSMUSG00000045594,0.823669002
ENSMUSG00000045973,-0.609483358
ENSMUSG00000046032,-0.426235378
ENSMUSG00000046070,1.090527925
ENSMUSG00000046364,0.638083171
ENSMUSG00000046562,0.270284025
ENSMUSG00000046573,-0.492355056
ENSMUSG00000046613,-0.258688919
ENSMUSG00000046671,-0.21294451
ENSMUSG00000046711,-0.577844876
ENSMUSG00000046785,0.654554056
ENSMUSG00000046836,-0.490901128
ENSMUSG00000046865,-0.060271407
ENSMUSG00000047187,-0.451923857
ENSMUSG00000047215,0.255551153
ENSMUSG00000047454,1.461112288
ENSMUSG00000047557,1.219411653
ENSMUSG00000047714,-0.444495078
ENSMUSG00000047866,0.551540853
ENSMUSG00000047879,0.339449499
ENSMUSG00000047888,-0.252524755
ENSMUSG00000048000,0.73148744
ENSMUSG00000048007,-0.52321355
ENSMUSG00000048120,1.225930976
ENSMUSG00000048486,0.543935869
ENSMUSG00000048550,-0.500823684
ENSMUSG00000048755,-0.330612619
ENSMUSG00000049090,-0.565282915
ENSMUSG00000049382,1.390645672
ENSMUSG00000049439,-0.25511471
ENSMUSG00000049539,-0.322477985
ENSMUSG00000049550,-0.998049306
ENSMUSG00000049553,-2.644292353
ENSMUSG00000049659,0.265827092
ENSMUSG00000050335,1.465479858
ENSMUSG00000050965,-0.342286574
ENSMUSG00000051043,1.526303727
ENSMUSG00000051285,-0.644527813
ENSMUSG00000051359,-0.388634534
ENSMUSG00000051396,1.091442315
ENSMUSG00000051483,1.44881156
ENSMUSG00000051627,-0.52579322
ENSMUSG00000052085,0.603981104
ENSMUSG00000052102,-0.845411433
ENSMUSG00000052299,0.484700795
ENSMUSG00000052331,-0.2755691
ENSMUSG00000052459,-0.359204225
ENSMUSG00000052681,-0.563419802
ENSMUSG00000052727,-0.192438961
ENSMUSG00000052738,-0.4158275
ENSMUSG00000052889,-0.538359481
ENSMUSG00000053286,1.052440921
ENSMUSG00000053291,-0.201794331
ENSMUSG00000053317,-0.410323807
ENSMUSG00000053329,-0.456935523
ENSMUSG00000053617,-1.01676834
ENSMUSG00000053644,0.599312327
ENSMUSG00000053838,-0.172227253
ENSMUSG00000053846,-2.06964405
ENSMUSG00000053897,-1.379247639
ENSMUSG00000053898,1.034093061
ENSMUSG00000054065,1.244581464
ENSMUSG00000054099,-0.474559464
ENSMUSG00000054364,0.685003161
ENSMUSG00000054423,-0.399395968
ENSMUSG00000054435,0.782032314
ENSMUSG00000054455,-0.299877212
ENSMUSG00000054469,0.232608468
ENSMUSG00000054733,-0.213168339
ENSMUSG00000054808,0.483273246
ENSMUSG00000054836,0.359543644
ENSMUSG00000054889,1.346067023
ENSMUSG00000055022,0.828946737
ENSMUSG00000055041,0.450845148
ENSMUSG00000055065,-0.115441199
ENSMUSG00000055401,0.580342744
ENSMUSG00000055407,0.742318481
ENSMUSG00000055681,-0.469371307
ENSMUSG00000055817,0.660323413
ENSMUSG00000055943,0.347712616
ENSMUSG00000056131,-0.518601431
ENSMUSG00000056204,0.7530446
ENSMUSG00000056222,-1.04862448
ENSMUSG00000056553,-0.499852829
ENSMUSG00000056602,0.956437967
ENSMUSG00000056737,1.856424241
ENSMUSG00000056941,0.449701015
ENSMUSG00000057113,-0.96856925
ENSMUSG00000057230,-0.24379379
ENSMUSG00000057335,0.811275662
ENSMUSG00000057342,0.558511738
ENSMUSG00000057506,0.515981893
ENSMUSG00000057788,1.021060946
ENSMUSG00000057880,-0.824133764
ENSMUSG00000057914,1.076747602
ENSMUSG00000058135,0.601814267
ENSMUSG00000058230,-0.932667658
ENSMUSG00000058254,-1.284704604
ENSMUSG00000058297,-0.825132642
ENSMUSG00000058454,0.997208741
ENSMUSG00000058587,0.765034935
ENSMUSG00000058655,0.355700058
ENSMUSG00000058672,0.438528147
ENSMUSG00000058799,-0.202283172
ENSMUSG00000058835,0.22573785
ENSMUSG00000059005,-0.453929014
ENSMUSG00000059263,0.380208994
ENSMUSG00000059316,0.294411537
ENSMUSG00000059363,-0.631001928
ENSMUSG00000059439,0.346790527
ENSMUSG00000059447,-0.429153759
ENSMUSG00000059811,-0.326518253
ENSMUSG00000059890,0.604625856
ENSMUSG00000059970,0.427618385
ENSMUSG00000060036,0.218198769
ENSMUSG00000060216,0.919515265
ENSMUSG00000060261,-0.32555883
ENSMUSG00000060279,0.218045153
ENSMUSG00000060288,0.286898704
ENSMUSG00000060376,0.202297077
ENSMUSG00000060935,-0.588843689
ENSMUSG00000060950,-0.627057518
ENSMUSG00000060992,-0.415745388
ENSMUSG00000061286,-0.56590613
ENSMUSG00000061288,0.226058777
ENSMUSG00000061315,0.300209932
ENSMUSG00000061360,-0.231273004
ENSMUSG00000061613,-0.304144537
ENSMUSG00000061666,0.421957334
ENSMUSG00000061689,0.579505065
ENSMUSG00000061838,-0.515808633
ENSMUSG00000061904,-0.706604614
ENSMUSG00000062110,0.240893391
ENSMUSG00000062169,-0.445871256
ENSMUSG00000062190,0.215128261
ENSMUSG00000062203,0.189814164
ENSMUSG00000062234,0.884358023
ENSMUSG00000062373,-1.133372395
ENSMUSG00000062444,-0.116002444
ENSMUSG00000062691,-0.638402785
ENSMUSG00000062762,-0.304442062
ENSMUSG00000062867,0.709981278
ENSMUSG00000062995,0.414954987
ENSMUSG00000063019,-0.671435365
ENSMUSG00000063229,0.915148266
ENSMUSG00000063273,0.478158861
ENSMUSG00000063524,0.71323903
ENSMUSG00000063694,-0.860361265
ENSMUSG00000063704,0.207572169
ENSMUSG00000063856,0.486345554
ENSMUSG00000063904,0.579993806
ENSMUSG00000064145,-0.470401995
ENSMUSG00000064302,0.834067683
ENSMUSG00000065954,-0.413132159
ENSMUSG00000066151,0.764152204
ENSMUSG00000066235,0.790322854
ENSMUSG00000066324,-0.607302715
ENSMUSG00000066357,0.784402811
ENSMUSG00000066441,0.652137085
ENSMUSG00000066551,-0.6170418
ENSMUSG00000066705,-1.166161681
ENSMUSG00000067150,-0.382191501
ENSMUSG00000067367,0.885640238
ENSMUSG00000068015,0.259696929
ENSMUSG00000068039,0.436963676
ENSMUSG00000068206,0.435411692
ENSMUSG00000068220,1.103408355
ENSMUSG00000068328,0.978487923
ENSMUSG00000068329,-0.379605076
ENSMUSG00000068735,0.285004496
ENSMUSG00000068747,-0.819049784
ENSMUSG00000068798,-0.514783744
ENSMUSG00000068876,0.785483917
ENSMUSG00000068921,0.535753814
ENSMUSG00000069072,-0.463003802
ENSMUSG00000069227,0.206846139
ENSMUSG00000069539,0.563282801
ENSMUSG00000069662,1.231580147
ENSMUSG00000069769,-0.272157961
ENSMUSG00000069835,0.976442504
ENSMUSG00000070284,-0.226541865
ENSMUSG00000070319,0.218071314
ENSMUSG00000070372,0.445305378
ENSMUSG00000070436,1.06077546
ENSMUSG00000070493,-0.455448367
ENSMUSG00000070934,-0.604724383
ENSMUSG00000070953,0.553458021
ENSMUSG00000071172,-0.207870623
ENSMUSG00000071379,0.488928815
ENSMUSG00000071415,0.152511523
ENSMUSG00000071644,0.149920664
ENSMUSG00000071655,1.018990643
ENSMUSG00000071659,-0.137990781
ENSMUSG00000071723,0.537758257
ENSMUSG00000072115,-1.113430525
ENSMUSG00000073435,0.902064248
ENSMUSG00000073639,-0.630856029
ENSMUSG00000073676,-0.573715065
ENSMUSG00000073725,0.954170219
ENSMUSG00000073982,0.263467994
ENSMUSG00000074064,-0.453849134
ENSMUSG00000074088,-0.169443302
ENSMUSG00000074093,-0.853906298
ENSMUSG00000074207,1.043917421
ENSMUSG00000074364,0.408128094
ENSMUSG00000074698,0.270113762
ENSMUSG00000074922,0.501311333
ENSMUSG00000075528,0.557672811
ENSMUSG00000078348,-0.195473952
ENSMUSG00000078350,-0.303090457
ENSMUSG00000078427,-0.720502194
ENSMUSG00000078440,0.88687518
ENSMUSG00000078622,0.298858198
ENSMUSG00000078812,-0.292457728
ENSMUSG00000078919,-0.301780032
ENSMUSG00000078970,-0.641048687
ENSMUSG00000078974,-0.361549602
ENSMUSG00000079037,-0.44478003
ENSMUSG00000079478,1.645248515
ENSMUSG00000079508,-0.635474573
ENSMUSG00000079562,0.664161127
ENSMUSG00000083282,0.46772991
ENSMUSG00000086784,-0.628381793
ENSMUSG00000090150,1.361185329
ENSMUSG00000090223,0.601448709
ENSMUSG00000090231,-1.309748935
ENSMUSG00000090841,0.688777623
ENSMUSG00000091512,-0.347106546
ENSMUSG00000091971,-0.494861938
ENSMUSG00000094936,0.677067735
ENSMUSG00000096210,-0.828703419
ENSMUSG00000098557,0.609436576
ENSMUSG00000103565,0.501326859
ENSMUSG00000106447,0.727514802
