Gene_ID,Ex.Control_1,Ex.Control_2,Ex.Control_3,Ex.KO_1,Ex.KO_2,Ex.KO_3,In.Control_1,In.Control_2,In.Control_3,In.KO_1,In.KO_2,In.KO_3
ENSMUSG00000030979,1338.1628,1187.5437,1129.1067,1015.6801,1231.8738,1138.3654,885,742,691,653,654,650
ENSMUSG00000008999,56.4138,39,73.92053,60,47.02013,154.75136,4,10,11,10,8,14
ENSMUSG00000034173,199.37749,177.5593,151,405.43793,378.35034,508.64902,6,11,12,18,28,14
ENSMUSG00000097451,25836.514,30298.236,31953.52,21605.445,25482.97,22085.033,1489,3255,3024,1869,1827,1502
ENSMUSG00000029438,1420.0884,1826.9855,1673.0048,1719.5573,1654.3157,1538.1265,190,234,214,198,183,188
ENSMUSG00000098022,113.316925,90.2582,87.36614,106.72372,116.69752,145.36845,68,95,72,66,102,89
ENSMUSG00000068748,465.02664,646.9015,876.3391,718.5803,773.9654,882.3229,97,225,309,227,174,236
ENSMUSG00000018983,182.89368,224.70006,253.19823,244.72968,281.26025,221.61736,46,61,43,63,56,35
ENSMUSG00000063511,5258.5366,5078.2305,5569.128,5739.5684,5372.3223,5301.3574,4078,5781,5631,4596,4954,4427
ENSMUSG00000027957,1443.1512,1939.8069,2203.551,1469.1615,1780.4857,1647.2002,163,255,263,184,189,152
ENSMUSG00000038065,622.4926,767.6847,685.043,709.08264,727.1385,571.0253,39,67,68,42,64,40
ENSMUSG00000043531,72.73154,118,105.75751,99.51725,105.999954,67.42106,73,100,109,100,58,74
ENSMUSG00000021607,1702.338,1419.1316,1305.6942,1517.4203,1740.9257,1719.1062,10,11,5,8,11,7
ENSMUSG00000043639,206.09354,387.89505,557.41113,246.08612,383.8721,318.76318,143,326,421,151,343,142
ENSMUSG00000033530,1471.0272,1909.1935,1907.5564,2175.1455,1912.2019,1709.7102,378,558,600,600,409,474
ENSMUSG00000023008,555.20245,583.63416,729.6907,792.2438,732.4118,716.6743,189,173,229,258,224,161
ENSMUSG00000037013,1620.3032,1697.1228,1956.7113,2141.2449,2038.426,2414.0188,202,482,598,420,466,446
ENSMUSG00000086316,1227.2257,1048.0664,1270.8965,944.5318,1157.5773,1222.0265,487,961,824,621,589,599
ENSMUSG00000089865,6194.2563,7274.103,7851.992,10169.474,9443.771,10624.035,2994,3305,3447,4272,3770,4390
ENSMUSG00000015094,5008.037,4810.1255,5643.4526,6171.3765,6197.5386,7553.037,137,176,160,175,218,145
ENSMUSG00000038605,1439.5198,1596.2012,1718.2018,1744.8782,1716.9044,1835.4379,52,47,64,43,51,68
ENSMUSG00000022885,1606.9429,2033.5138,2305.2556,2903.9268,2803.329,2866.4075,144,240,220,348,233,187
ENSMUSG00000020471,750.84784,765.5053,942.85876,705.1606,740.05994,919.2167,50,32,38,34,39,34
ENSMUSG00000060152,1395.0619,1215.975,1283.0288,1350.4344,1528.4926,1407.687,2151,2163,2262,2151,2036,2291
ENSMUSG00000041328,2033.8143,2658.1274,2747.6033,1875.6714,2335.8545,2116.607,987,1065,1212,798,877,828
ENSMUSG00000023150,10133.525,14630.618,17306.174,9201.567,14667.279,13556.245,598,1636,2346,949,1371,1066
ENSMUSG00000031327,11131.137,14698.694,13407.503,9174.904,9825.132,7245.9375,1798,3232,3846,2529,1315,1285
ENSMUSG00000007721,1427.0203,1129.537,1306.1888,1462.0864,1431.8517,1460.4897,137,174,146,159,124,170
ENSMUSG00000031200,244.73665,486.1863,397.86826,342.877,439.35034,288.8245,89,128,128,95,107,92
ENSMUSG00000025173,2607.7341,2890.7075,3074.7053,2234.0923,2400.4153,2544.7305,154,340,549,200,276,245
ENSMUSG00000034911,130.19106,92.91385,164.39767,189.06795,213.79669,173.4838,48,60,52,69,71,73
ENSMUSG00000025575,2327.5156,3157.2688,3616.0588,3239.2961,3364.226,3960.3977,88,130,89,75,142,103
ENSMUSG00000052783,326.46,509.97757,556.92316,629.0209,512.1157,607.20306,158,231,193,288,160,209
ENSMUSG00000059995,1759.1832,2346.5876,2519.3735,1812.4365,2032.4575,2295.543,52,64,92,65,52,52
ENSMUSG00000055652,255,318.2384,302.68115,332.8005,360.97125,558.2911,12,22,28,38,11,26
ENSMUSG00000022800,2706.489,3231.1055,3924.4468,3045.6318,3640.298,3822.001,173,473,588,328,382,384
ENSMUSG00000032679,365.07745,218.3715,304.42288,630.0381,641.75134,748.22845,7,8,20,27,22,18
ENSMUSG00000021486,3608.695,4234.126,6418.8667,4270.2646,4578.0596,7499.981,37,37,80,40,47,66
ENSMUSG00000035649,1958.88,2239.5007,2300.3638,1863.6522,1937.8938,1804.6617,701,1871,1660,1109,1100,868
ENSMUSG00000028062,1710.8915,1404.7303,1595.3842,1871.8525,2147.0881,2052.7842,101,77,70,71,132,92
ENSMUSG00000009739,846.8974,1288.9778,1382.9471,992.4813,1112.9417,986.6466,438,685,629,433,561,381
ENSMUSG00000005973,1018.64246,1162.1168,1558.948,1436.2205,1713.9243,2115.3074,86,93,111,96,120,148
ENSMUSG00000051147,160.3733,143.89856,103.40086,119.49214,211.64587,257.09744,35,52,65,66,57,60
ENSMUSG00000020988,552.3511,617.83777,752.6344,563.1288,676.32916,730.8721,60,101,144,79,94,94
ENSMUSG00000040327,2724.7686,3526.1028,3886.957,3202.6633,2977.8145,3331.1992,815,1136,1307,960,856,879
ENSMUSG00000093803,852.2119,823.1212,968.40967,682.6107,761.0173,762.7269,1454,1195,1613,1142,998,1094
ENSMUSG00000022427,1734.568,1388.9907,1610.044,1657.1842,1822.502,1966.0463,16,16,27,36,12,11
ENSMUSG00000053293,2415.2722,4084.001,4571.512,2916.817,3342.1223,3268.0583,91,208,349,135,175,161
ENSMUSG00000043923,451.76743,401.95938,458.13837,336.60202,392.787,414.26285,488,567,476,350,431,412
ENSMUSG00000020534,118.187386,108.14796,147.00645,119.77421,131.03653,152.09964,158,144,140,150,146,140
ENSMUSG00000005054,2262.7356,2044.5957,2527.675,2944.3213,3177.8486,3154.754,5,9,21,17,16,7
ENSMUSG00000027894,2920.6772,4107.322,4070.4775,3633.6436,3960.6985,3004.7112,774,1507,1232,1245,1026,688
ENSMUSG00000021972,1188.7572,2098.8696,2246.2336,2196.3542,2133.4722,2329.7788,1289,3094,3190,2669,2744,2422
ENSMUSG00000067071,1671.9589,1590.3665,1848.9482,2730.7253,2601.9006,2659.9167,21,22,19,22,24,41
ENSMUSG00000058833,1780.2284,1219.4427,1269.9791,1358.9773,1539.1675,1264.7151,36,12,21,22,29,13
ENSMUSG00000007617,376.28058,562.6127,718.7427,325.99997,458.19153,446.69247,109,153,269,126,122,96
ENSMUSG00000089847,670.5967,675.0955,681.5989,619.16376,654.2316,624.5459,68,118,86,63,84,75
ENSMUSG00000036564,1287.5999,1748.4895,1751.4911,3959.4238,3095.995,4707.179,28,107,45,136,93,146
ENSMUSG00000097634,31.5,61,62.5,61,65.5,83.11589,56,105,78,112,66,108
ENSMUSG00000102059,444.11218,362.04706,419.5527,332.4851,397.66684,428.29694,28,38,44,27,46,17
ENSMUSG00000049532,726,985.59106,970.29285,1379.5504,1333.9534,1601.4515,4,17,12,8,19,18
ENSMUSG00000032330,4289.2324,3050.9136,3528.6863,2893.3066,4000.6238,3382.7795,105,115,129,84,112,93
ENSMUSG00000023243,103.97917,95.95365,151.98764,145,205.54305,180,11,18,24,40,18,12
ENSMUSG00000041840,168.62773,146.15825,155.63815,212.12936,267.12173,289.3976,26,61,50,49,77,63
ENSMUSG00000029287,492.68533,767.188,714.8966,656.6627,686.29376,526.51917,272,383,448,304,330,296
ENSMUSG00000018661,4490.591,5298.112,5972.407,7319.04,6439.7236,8188.992,1861,1758,1885,2377,2142,2504
ENSMUSG00000062762,4205.5986,4355.895,5042.4717,3479.9377,4153.5605,4522.1304,178,238,252,199,152,174
ENSMUSG00000030805,1551.0337,1449.6011,1641.8878,2051.7622,1724.0676,2424.9253,204,272,226,299,244,285
ENSMUSG00000054737,524.4263,782.05817,760.84796,721.7784,682.1376,712.05426,262,737,553,507,473,383
ENSMUSG00000029911,1944.1445,1571.836,1884.4336,1835.9381,1975.2268,2039.4171,63,104,119,103,74,88
ENSMUSG00000020973,247.3631,304.44803,363.31372,374.35767,321.83957,397.2651,14,20,25,16,24,22
ENSMUSG00000092592,29.107986,54.140423,49.182625,67.656525,51.295895,42.80978,453,538,593,551,619,598
ENSMUSG00000022040,43.986576,59.972404,62.999996,286.48077,182.15034,259.86072,10,12,15,47,44,53
ENSMUSG00000033439,275.48993,428.07416,372.86823,366.00696,409.02313,371.0995,272,455,462,431,346,337
ENSMUSG00000021694,202.18782,240.85541,292.33493,182.67526,237.0207,207.21013,76,82,130,59,77,82
ENSMUSG00000087165,72.63594,82.910904,36.030617,106.87293,79.7058,88.55301,88,73,73,115,85,103
ENSMUSG00000097026,311.7003,395.0146,343.98602,370.3,418.005,513.88306,1909,2719,2943,2437,2657,3079
ENSMUSG00000032528,2670.3677,3372.6677,3442.7603,2345.4224,2662.4707,1664.0347,236,520,612,299,310,220
ENSMUSG00000041817,878.0398,1126.3922,1019.8915,1134.7605,1144.8987,1229.8076,788,1023,1130,1034,894,1092
ENSMUSG00000039166,610.0981,600.786,645.76086,596.3426,668.5593,686.1332,201,498,332,319,309,298
ENSMUSG00000064127,1212.2003,2604.6072,2679.8872,1858.766,2288.1182,1838.9487,476,758,636,563,537,474
ENSMUSG00000027452,24.000002,28.436508,24.000002,143.68358,77.24636,74.576164,8,16,14,64,42,24
ENSMUSG00000022546,213.37062,218.28142,225.4444,288.92615,256.6852,249.02106,99,101,92,127,91,104
ENSMUSG00000040350,301.90488,342.95343,339.07645,553.7274,523.33417,569.20746,192,307,219,367,302,395
ENSMUSG00000035764,779.41675,1056.9828,1214.8589,852.97845,1032.5696,1067.7648,51,106,96,84,68,62
ENSMUSG00000065990,1857.5319,1423.21,1617.5525,2317.7651,2261.3635,2638.5847,8,2,7,12,2,9
ENSMUSG00000011254,364.25537,266.12277,284.2249,279.19403,283.06073,343.06754,48,45,50,31,46,48
ENSMUSG00000075467,903.4451,939.08716,903.9959,1070.565,982.2572,1156.7709,99,89,57,88,93,86
ENSMUSG00000098371,682.9651,738.4107,623.525,688.17377,822.19995,775.03107,2107,1529,1898,1729,1981,2014
ENSMUSG00000025893,678.921,458.21063,570.90063,377.18542,526,309.25476,268,413,365,222,239,189
ENSMUSG00000085235,232.19756,263.43073,257.0309,308.07904,284.79022,254.7421,907,903,690,1026,830,778
ENSMUSG00000098912,809.1973,1168.1346,1288.3573,1265.717,1105.7627,1339.9956,1798,2993,2926,2624,2620,2519
ENSMUSG00000018287,1746.1987,1488.912,1665.1523,2128.2522,2131.1914,2702.0332,99,112,166,143,159,162
ENSMUSG00000034111,5190.1836,8549.411,8313.473,5377.141,6337.451,4724.944,344,903,898,477,548,357
ENSMUSG00000026837,150.05591,199.37227,464.4245,711.04254,544.5306,701.2505,18,20,30,51,50,50
ENSMUSG00000106797,115.04146,172.39687,145.87971,136.14728,144.33804,139.55786,1573,2191,2432,1581,1931,1818
ENSMUSG00000020399,39.925453,55.898647,62.63566,102,95,73.653336,10,19,24,38,20,22
ENSMUSG00000079679,942.12524,1310.0175,1397.8658,953.42053,1549.2178,880.4943,67,121,152,120,108,50
ENSMUSG00000020427,2254.022,4916.758,8756.354,4570.183,4735.35,11463.193,15,56,115,68,63,71
ENSMUSG00000034218,1240.3115,3230.0342,3160.7273,2038.9115,2315.7595,1794.8983,320,539,682,420,363,334
ENSMUSG00000020099,709.49536,1230.071,1558.4802,1444.6854,1341.6417,1682.5668,73,85,110,158,76,79
ENSMUSG00000028047,973.9517,1194.753,1191.3302,1516.613,1408.1912,1745.565,105,139,155,158,155,177
ENSMUSG00000026586,73.87417,213.67758,422.17203,313.91324,391.05585,478.25815,12,48,36,52,41,50
ENSMUSG00000020359,939.6095,1083.9568,1185.2705,1221.1123,1116.3209,1427.4835,4366,4674,5589,4778,5249,5432
ENSMUSG00000073643,873.60156,1093.1912,1049.1746,955.60986,997.3442,1012.84174,500,840,824,641,598,625
ENSMUSG00000054426,166.42026,125.19016,130.68462,182.31728,149.92845,148.79703,88,121,58,88,115,72
ENSMUSG00000001065,884.8492,936.2638,946.45,782.0616,707.8682,884.15497,68,109,104,68,67,75
ENSMUSG00000091271,300.6031,311.30127,369.1336,434.29086,373.72638,551.6036,210,251,276,264,264,378
ENSMUSG00000097184,339.30963,373.43167,323.69977,402.2484,420.20123,276.60117,475,453,371,468,521,303
ENSMUSG00000073616,2455.7627,1605.3889,1902.0403,1556.8491,1974.569,1770.9843,74,82,89,65,52,74
ENSMUSG00000038642,991.97943,1124.8925,895.567,2579.3994,1971.4474,1311.9231,12,24,38,65,41,18
ENSMUSG00000060044,10,56,50,74,54,37.51567,8,6,6,10,0,18
ENSMUSG00000026723,181.2417,177.25607,166.84393,180.44377,233.7118,285.97726,27,99,97,65,85,93
ENSMUSG00000044894,4958.689,3801.0784,4564.348,3211.3843,4230.1064,3535.4338,147,159,239,124,167,103
ENSMUSG00000044148,1240.0371,1452.095,1642.85,1622.7405,1717.7262,1896.5856,128,266,345,250,236,275
ENSMUSG00000070336,101.27666,117.01917,101.152214,122.89186,107.09682,133.40335,55,69,59,59,68,59
ENSMUSG00000024268,2593.8826,2880.834,2972.6938,3409.5269,3472.404,3371.748,1015,1535,1569,1358,1582,1468
ENSMUSG00000056476,834.32324,1970.7634,2032.4664,1643.4177,1674.2181,1714.5208,694,1217,1120,1081,1008,770
ENSMUSG00000027284,609.19574,1085.6605,1035.5631,1067.5322,1161.6647,1311.2549,1543,2416,2485,2547,2336,2563
ENSMUSG00000021745,270.15234,632.2582,873.0702,598.6589,650.93823,886.6694,200,239,390,322,212,369
ENSMUSG00000048578,15000.492,21996.004,23620.238,11796.846,14990.035,12842.276,405,477,529,274,321,248
ENSMUSG00000087291,8.431342,26.991112,50.168995,51.296356,34.510193,67.71684,51,114,205,195,148,234
ENSMUSG00000086796,171.37534,140.66287,230.66365,55.925526,97.98356,161.09259,1895,1675,1971,1086,1083,765
ENSMUSG00000092176,170.2938,174.32773,176.80795,465.2116,423.681,779.8718,365,319,328,898,759,1281
ENSMUSG00000032328,10891.934,13128.346,14705.707,9155.052,12037.749,11027.913,382,475,620,364,423,310
ENSMUSG00000059142,706.20044,850.4523,735.73804,756.9708,1073.9686,846.9413,102,203,209,150,194,174
ENSMUSG00000053702,511.6378,1346.6244,1189.4813,963.59814,946.9375,927.9587,124,316,224,229,145,177
ENSMUSG00000029544,1019.93884,1203.0322,1228.0327,645.91144,788.8266,676.2775,821,1386,1402,637,795,511
ENSMUSG00000028107,1039.6349,1079.3407,1251.5609,1237.5292,1201.6804,1484.889,265,252,438,318,296,372
ENSMUSG00000062785,2077.306,2374.521,2507.0093,2112.5186,1809.9878,1779.8591,657,841,794,610,582,510
ENSMUSG00000100280,31.980919,32.741634,42.18642,74.43674,51.309273,106.15869,22,46,39,54,58,88
ENSMUSG00000044876,698.25507,674.84454,666.7823,663.08673,669.31213,755.5191,455,550,475,431,430,498
ENSMUSG00000048911,380.41275,591.63385,645.77924,606.11414,549.43243,601.0151,40,88,88,90,54,62
ENSMUSG00000022451,3314.6548,3872.6719,5008.1567,3514.7231,4231.2646,4379.584,158,350,575,302,297,311
ENSMUSG00000084950,1050.8037,1178.5958,1414.0573,1431.392,1529.3618,1676.0406,11570,12567,14458,13966,14815,15872
ENSMUSG00000035885,7414.2207,5729.6646,6746.992,6158.374,6316.6973,6265.6694,198,181,221,163,188,159
ENSMUSG00000098496,1827.529,1739.4282,2593.291,1673.4072,1582.4669,1754.158,710,1278,1961,851,897,1002
ENSMUSG00000027896,52.196865,68.16199,55.20291,49.751816,55.752792,45.676456,238,383,358,272,298,179
ENSMUSG00000032393,3432.4302,6144.972,6548.2085,4088.321,5050.261,3863.9612,487,979,1215,590,678,633
ENSMUSG00000046329,2573.8064,3009.661,3075.904,3272.1406,2871.6953,2922.6091,310,574,532,507,412,383
ENSMUSG00000053545,192.95128,210.47383,222.48343,223.96193,164.43364,172.20953,308,359,405,356,234,278
ENSMUSG00000086370,1211.5856,1425.7994,1647.5017,975.0595,1194.0773,928.54785,1142,2193,2108,1153,1202,1105
ENSMUSG00000108282,68.8603,185.94606,157.44641,184.05592,186.82573,221.3184,407,575,746,731,668,830
ENSMUSG00000098650,747.14935,743.98444,848.17725,1005.8332,1053.998,1224.6119,2230,2319,2592,3099,2819,3170
ENSMUSG00000020227,65.34192,115.74034,173.95316,139.23102,195.9936,181.33235,62,137,119,119,165,131
ENSMUSG00000005267,316.825,507.13977,589.06665,515.4204,502.575,616.0351,316,539,446,427,493,434
ENSMUSG00000099757,46.531452,60.106373,46.081127,159.34378,118.7514,73.14045,67,99,68,252,169,74
ENSMUSG00000096188,6808.5635,10821.936,11997.049,5880.875,7612.566,5943.426,329,798,915,397,393,373
ENSMUSG00000092482,90.69203,101.73522,104.67073,266.08813,171.05724,334.8349,151,227,245,474,354,581
ENSMUSG00000019066,4436.519,6878.0386,7630.4175,4487.7563,5711.6504,3702.2183,65,103,140,67,70,65
ENSMUSG00000087578,85.671234,78.190155,104.312775,102.85045,78.229866,114.89674,123,158,174,143,137,166
ENSMUSG00000087381,151.86629,217.04861,241.16235,279.574,216.98393,317.8223,923,1386,1256,1460,1270,1544
ENSMUSG00000022037,9734.367,12680.136,26477.879,20320.258,21857.152,79067.8,55,134,177,101,225,433
ENSMUSG00000036781,3717.8533,2770.783,3111.273,3209.5847,4382.837,4562.897,45,29,35,52,26,49
ENSMUSG00000066892,514.5089,620.7025,671.77704,529.2191,511.21597,484.70023,190,444,452,273,281,238
ENSMUSG00000043843,397.7761,370.22556,535.22473,605.05225,454.62775,1001.4266,39,50,76,60,45,120
ENSMUSG00000030102,4471.5796,6327.8516,6846.7593,4718.153,5542.4043,3941.5156,918,1606,1656,1080,1051,875
ENSMUSG00000085334,337.87518,335.30954,387.618,255.90277,308.84692,324.85406,1662,1759,1740,1404,1399,1162
ENSMUSG00000021830,1618.1788,1910.7634,1704.2609,1841.1366,1982.6112,1682.1232,142,223,225,198,189,162
ENSMUSG00000086819,38.617256,44.809917,64.93486,44.587776,54.256588,52.982864,79,81,89,77,71,87
ENSMUSG00000032249,3817.7346,3007.296,3735.0159,4125.3706,3756.716,5004.088,822,743,702,892,738,913
ENSMUSG00000061436,1142.9148,3787.8782,3357.457,2214.0928,2387.3137,2032.3939,546,810,762,588,485,505
ENSMUSG00000085962,249.13731,273.65707,367.48972,426.97366,521.83417,609.5214,2502,2467,2746,3780,3899,4765
ENSMUSG00000055567,7374.3228,14037.613,14145.6,9346.8,9949.857,7053.916,1014,2585,2307,1436,1393,1045
ENSMUSG00000030707,150.5602,320.8909,153.00163,993.0124,481.53262,235.16057,6,16,15,50,35,6
ENSMUSG00000034520,33.999992,89.463585,119.155365,99.668915,90.92111,120.90321,8,39,26,30,18,34
ENSMUSG00000027130,1732.6713,3306.837,2658.8394,2304.8896,2515.3105,2058.412,229,559,572,333,349,375
ENSMUSG00000033981,1152.1232,1709.0449,1381.3582,1612.9036,1538.274,1230.7792,463,708,539,607,587,415
ENSMUSG00000045160,1881.7473,1336.7166,1627.6022,994.2963,1312.6287,1020.03357,116,91,156,78,82,64
ENSMUSG00000020709,34.22707,60.58328,45.85849,110.18256,74.37717,69.88094,44,51,58,102,96,56
ENSMUSG00000021373,74,61.71752,68.58503,137.45224,81.10183,110.915726,34,70,102,96,114,72
ENSMUSG00000031562,93,89.64189,79.587326,113.2369,114.18428,141.02704,12,27,66,41,42,38
ENSMUSG00000105204,3280.4019,3903.1772,4730.886,4475.9414,5099.7954,3620.2402,2642,2833,3189,3018,3148,2755
ENSMUSG00000027203,1328.2178,1156.0991,1381.4865,1545.2505,1505.8816,1556.968,134,185,167,156,221,141
ENSMUSG00000029507,581.10596,609.8534,759.62756,833.7067,824.326,1127.5691,80,99,69,83,104,136
ENSMUSG00000025810,928.57355,1209.5724,1636.1697,2005.5208,1980.837,1366.0741,56,118,101,109,124,118
ENSMUSG00000107406,65.470726,63.08569,63.341137,47.34192,62.999424,58.827206,61,48,56,54,52,29
ENSMUSG00000033186,2081.9336,2102.2202,2371.8894,1956.2488,2170.4817,2121.0977,173,414,451,268,280,295
ENSMUSG00000090290,235.93448,430.2585,388.80148,215.68372,266.05225,205.17834,237,364,342,193,198,168
ENSMUSG00000027175,524.58026,1348.058,1138.6987,873.9058,1202.2131,1227.4426,1575,2446,2430,1971,2195,2259
ENSMUSG00000105447,78.91934,99.85117,42.67067,47.5297,49.429455,48.677986,93,105,119,50,63,71
ENSMUSG00000046792,565.84375,551.619,657.30865,512.1555,577.8913,625.79834,329,588,617,402,417,471
ENSMUSG00000042363,1425.5796,1487.9371,1372.609,1290.487,1459.9447,1510.5071,22,36,35,31,26,24
ENSMUSG00000005410,224.00002,246.25027,286.4198,464.07193,266.83194,350.1447,10,42,50,38,28,56
ENSMUSG00000041959,997.9518,973.3273,1113.5021,944.3518,1645.7686,1779.2441,24,28,21,42,30,22
ENSMUSG00000031578,1429.046,1330.862,1414.2864,1345.9667,1609.3799,1895.1947,193,290,284,224,295,262
ENSMUSG00000025001,71.53103,150.58774,120.11527,167.25829,100.30153,123.99999,14,32,37,34,38,12
ENSMUSG00000020866,196.72182,264.32968,259.5246,349.04147,323.95776,554.3479,78,126,130,139,157,202
ENSMUSG00000042500,402.39096,555.1673,563.05444,633.9958,741.24646,734.671,71,163,156,157,154,161
ENSMUSG00000000392,20.337748,69.38379,67.26299,87.99998,64.895775,44.05332,30,60,46,42,50,66
ENSMUSG00000024011,46.84311,33.84816,46.63671,49.30268,50.578484,32.2802,195,206,185,183,205,175
ENSMUSG00000036782,660.21173,644.82556,761.8804,661.2133,740.1283,704.81665,34,53,37,50,34,30
ENSMUSG00000027323,31.24856,57.78075,55.22038,81.82467,64.859436,56.86721,1062,1225,1456,1449,1539,1894
ENSMUSG00000020941,412.39462,542.3219,547.66016,491.42996,448.0272,407.02933,212,296,326,292,230,155
ENSMUSG00000005262,2825.372,3047.0808,3476.3945,2904.7576,2941.7163,3095.7517,572,1095,1164,764,844,752
ENSMUSG00000019699,2545.3289,3936.4749,3755.9497,3121.3364,3526.5803,2795.4434,1537,1909,1654,1666,1386,1334
ENSMUSG00000023723,1403.1537,1195.4645,1484.2528,1571.7894,1441.6908,1806.0486,86,66,112,83,124,76
ENSMUSG00000033543,2004.4519,2201.633,2398.883,1770.9147,2301.4873,1863.0188,507,809,987,581,668,574
ENSMUSG00000071042,167.53822,363.69373,485.0642,612.0693,467.23926,450.9862,26,112,213,196,121,134
ENSMUSG00000027478,306.66812,460.81125,484.49692,390.4159,419.8077,419.89142,264,449,448,322,328,370
ENSMUSG00000034345,1345.2305,1317.2788,1356.1797,1234.0348,1363.9545,1410.1426,75,71,99,71,72,77
ENSMUSG00000058897,42.79735,83,100.70667,65.95139,84.00001,110,60,55,95,52,50,118
ENSMUSG00000055839,3524.815,3004.8523,3983.2058,3171.743,4046.5151,3932.6191,92,121,118,88,130,97
ENSMUSG00000032558,399.7141,530.6402,558.46796,513.9148,506.55692,554.1353,6575,8834,10275,7545,8460,8440
ENSMUSG00000026536,38.999996,153.4045,121.81294,213.00002,275.65924,369.33023,0,7,14,12,21,16
ENSMUSG00000025348,63.000004,93.14551,107.39986,178.86626,248.01035,183.07088,4,20,21,8,41,40
ENSMUSG00000029790,243.74068,242.00131,253.17946,303.23993,221.25916,261.08072,40,52,78,65,38,56
ENSMUSG00000070530,237.79184,209.40875,214.78084,200.22795,257.80316,203.78061,36,34,13,22,25,32
ENSMUSG00000028959,2864.1816,3123.5679,3239.833,2896.8843,2976.133,3159.9214,804,841,940,690,804,820
ENSMUSG00000022389,1926.1898,3770.6345,3716.4116,3144.9148,4020.8274,2941.0676,237,702,538,448,606,350
ENSMUSG00000028753,250.96767,320.5988,421.87457,188.87108,236.37515,158.56413,233,362,319,145,217,132
ENSMUSG00000043924,233.39067,275.65326,298.37903,252.47572,185.9231,324.9382,311,556,663,553,381,325
ENSMUSG00000107978,154.14493,139.90501,68.37809,88.45979,83.99332,31.057604,123,102,50,59,56,34
ENSMUSG00000026824,171.04001,156.47275,157.5,233.63284,196.62251,169.56622,122,178,132,179,160,144
ENSMUSG00000074884,6986.8477,5607.778,6207.7803,5348.937,5431.2085,5931.5957,280,298,332,240,208,278
ENSMUSG00000026211,661.22186,1075.2925,1140.5156,880.46466,937.47095,1262.3219,831,932,1237,923,912,1090
ENSMUSG00000020863,5351.2363,5453.5317,4896.6665,4928.893,5891.537,4994.528,265,428,476,334,344,352
ENSMUSG00000015291,12194.547,13872.965,16106.675,16479.645,16673.406,19246.174,105,129,137,102,147,168
ENSMUSG00000073295,915.96674,958.7601,967.25336,769.9054,910.8969,972.67676,52,88,138,44,87,91
ENSMUSG00000000579,2045.9995,1936.3558,1583.7415,1592,2080.4006,1655.9998,213,323,227,246,262,147
ENSMUSG00000042066,1556.4744,2115.4927,2094.2183,1457.3599,1593.9108,1344.9331,80,109,45,46,76,47
ENSMUSG00000025371,474.988,386.4107,478.90836,602.8955,635.8601,633.67126,69,78,78,78,95,111
ENSMUSG00000019146,41,47.999992,32,46,42.499996,49.999996,32,38,42,34,28,52
ENSMUSG00000029591,202.56955,223.95901,252.93806,264.23694,189.56921,270.33203,6,19,37,13,15,27
ENSMUSG00000032035,496.75204,1066.678,1510.5027,1534.4623,1620.5471,1754.3539,51,111,102,141,141,103
ENSMUSG00000027710,1556.2882,2307.4443,2545.3503,1808.0922,1850.8195,1886.4736,135,307,390,181,222,223
ENSMUSG00000041141,1720.2063,2654.2712,2320.0862,3336.0144,3528.7168,3203.6116,40,52,67,88,55,73
ENSMUSG00000020434,124.41038,110.48506,95.386116,110.58085,114.67649,81.11112,16,25,18,17,22,10
ENSMUSG00000091238,67.4276,111.54579,118.03569,72.26946,79.76493,74.04499,337,503,570,289,363,321
ENSMUSG00000051232,1422.016,1279.2756,1485.9174,1279.3727,1329.435,1306.5912,84,95,78,61,97,63
ENSMUSG00000013236,877.0425,1408.57,1676.0579,3107.0122,2678.473,3682.1577,195,431,444,756,604,890
ENSMUSG00000027669,361.61722,416.31912,487.38525,740.7877,798.08215,842.5621,23,42,66,88,57,70
ENSMUSG00000024601,2902.9346,4115.738,4445.1323,2516.3284,3331.0642,2544.1208,122,356,267,110,224,144
ENSMUSG00000064267,167.0807,289.97794,225.50009,427.64804,249.80666,280.44772,231,287,290,403,257,386
ENSMUSG00000004897,5636.9927,5706.8774,6778.939,6113.037,5911.635,7186.653,90,157,83,90,111,115
ENSMUSG00000046101,48.802475,88.607025,90.03245,59.61097,72.24293,62.339947,8,16,25,12,12,13
ENSMUSG00000035183,72.24476,85.44356,65.335266,74.26389,89.10392,85.155556,779,959,948,848,972,888
ENSMUSG00000068758,373.94318,451.08676,572.80743,663.3235,615.2883,797.5174,167,161,216,287,207,251
ENSMUSG00000037965,4097.791,5531.376,6482.8115,3633.6792,4627.0815,4627.9263,2094,2231,2498,1704,1842,1542
ENSMUSG00000026207,114.625084,139.78888,133.71515,242.49368,151.946,199.04648,43,46,30,68,53,50
ENSMUSG00000105255,534.1489,423.3397,479.35287,543.12366,411.4457,490.4834,3990,3682,4504,3920,3674,3624
ENSMUSG00000031748,9703.597,14622.444,15709.13,10397.546,11076.959,9733.717,11936,16930,18491,11159,11864,10727
ENSMUSG00000025375,2246.7236,2328.4363,2814.3118,2171.7776,2414.969,2540.3884,103,161,153,119,94,146
ENSMUSG00000085925,182.39732,219.8224,204.21698,181.29576,157.15755,202.37302,550,591,496,343,520,492
ENSMUSG00000042379,2024.7025,2724.229,3488.8538,3428.4883,3635.2842,3571.8528,27,22,28,32,36,26
