Gene_ID,Ex.Control_1,Ex.Control_2,Ex.Control_3,Ex.KO_1,Ex.KO_2,Ex.KO_3,In.Control_1,In.Control_2,In.Control_3,In.KO_1,In.KO_2,In.KO_3
ENSMUSG00000058022,0,0,0,73.62842,56.930172,92.8316,2,6,6,13,14,23
ENSMUSG00000042371,31.217403,44.67813,39.921898,1778.9233,755.25696,3380.9226,2560,2930,3596,3893,3588,3673
ENSMUSG00000050211,0,0,0,305.83582,136.97739,201.05986,2,0,2,124,52,70
ENSMUSG00000022357,2,3.841579,0.006622517,255.90526,197.43817,423.55078,6,6,4,12,22,35
ENSMUSG00000094500,6,6,10,70.48344,89,133.99998,10,22,2,9,4,2
ENSMUSG00000024526,11.999999,12,16,871.3288,398.2793,1095.7428,4,2,12,20,8,28
ENSMUSG00000028307,22,8,6,17745.01,8675.403,16712.58,2,6,2,363,154,195
ENSMUSG00000079022,4.2540703,9.289183,13.496688,85.58377,54.941105,171.9999,50,73,67,46,43,48
ENSMUSG00000030170,102.85488,104.70061,101.35099,1118.0815,741.94495,1459.328,1981,2290,2581,1988,2205,2183
ENSMUSG00000048699,12,19.613335,26,1813.5741,1323.8604,2505.0044,0,5,0,15,10,20
ENSMUSG00000041073,74.25311,41.091686,86.933464,587.5254,491.1062,1154.2731,14,26,20,28,14,17
ENSMUSG00000061356,15.999999,16.632317,10,251.09483,117.527016,296.63318,6,26,12,24,14,26
ENSMUSG00000030889,1.337042,5.019868,8.253333,134.65651,79.210304,296.0736,8,12,10,39,43,43
ENSMUSG00000039838,16.800339,4.86755,18.090885,51.688896,64,187.76822,9,28,25,16,8,28
ENSMUSG00000030680,510.93884,459.15408,512.3031,1190.0093,665.2877,1463.9637,34,4,26,1,12,6
ENSMUSG00000057346,31.996666,83,213.98425,623.9637,658.82446,2804.85,0,22,22,2,14,48
ENSMUSG00000035615,9.993378,14,14,114.80301,61.993008,120,2,14,10,11,0,14
ENSMUSG00000038217,31.741446,61.66398,78.657455,290.1288,244.48753,459.5161,688,1034,1525,765,888,807
ENSMUSG00000034353,101.99999,145.7171,106,2045.5808,1525.5726,3397.5933,10,38,10,48,41,58
ENSMUSG00000021852,5.3036203,9.903052,8,268.01288,194.22635,292.55917,48,46,58,258,209,206
ENSMUSG00000021999,146.34897,113.70356,116.22664,552.11804,402.06107,1300.5571,43,42,26,30,32,29
ENSMUSG00000031163,7.4172187,8,15.006622,48,55.535053,171.40231,2,10,14,6,8,16
ENSMUSG00000015093,35.829895,39.853683,33.32509,131.9959,84.99361,131.57326,71,85,59,30,46,22
ENSMUSG00000040966,6,0,5.546667,62.326904,47.149765,115.169365,52,26,44,113,88,133
ENSMUSG00000032482,180.99997,201.33322,179.07863,1156.3726,786.3111,1514.7245,360,838,816,617,536,496
ENSMUSG00000055301,23,36,22,110.09934,86,83.16628,9,16,6,1,4,10
ENSMUSG00000007034,35.999996,31.438015,42.06746,281.9276,174.49008,586.6287,6,24,11,9,6,36
ENSMUSG00000021416,34.73718,42.76202,47.011375,476.5841,295.1992,646.3018,11,16,34,24,31,39
ENSMUSG00000026989,621.621,281.36487,283.53613,1652.0784,2118.3452,2904.697,68,117,117,78,105,42
ENSMUSG00000036214,380.44113,201.315,208.96155,553.7779,425.66998,625.15533,42,50,28,21,14,0
ENSMUSG00000074218,8.71733,5.379956,15.620975,96.86653,87.95199,149.50832,14,8,13,17,22,20
ENSMUSG00000047842,449.57617,656.99304,1246.5629,456,621.99304,676,18,32,106,8,8,0
ENSMUSG00000024727,2,4.538376,6,328.96674,242.37723,309.09277,2,7,4,53,59,21
ENSMUSG00000097365,75.5,5.886582,22.629534,252.64099,267.94635,195.04773,1695,3106,3030,2346,2638,2118
ENSMUSG00000079580,6,15.056598,7.663158,105.20375,63.338394,142.76425,2,14,20,14,12,26
ENSMUSG00000037706,2674.7976,2702.1387,3745.112,7042.423,6504.7324,12629.694,980,1272,1348,483,698,358
ENSMUSG00000021263,533.9112,513.0586,538.06384,1977.1525,1498.9727,2157.5212,72,65,51,35,55,16
ENSMUSG00000020891,136.58939,174.84473,196.83911,934.1196,755.3446,1382.3175,18,4,6,4,13,12
ENSMUSG00000032530,4.97351,17.77659,14.535632,87.09081,49.34122,120.15613,212,359,262,360,271,248
ENSMUSG00000030641,26,50.06622,88.124374,113.00001,131.28198,290.46564,8,30,23,2,4,23
ENSMUSG00000025221,19.894041,23.777718,34.024513,400.4901,206.48607,408.78424,10,36,40,60,71,38
ENSMUSG00000051985,0,2,0,542.99817,189.86116,459.95337,2,0,0,113,40,49
ENSMUSG00000004951,199.99998,168.27446,514.36206,1353.0453,935.09,3473.437,10,10,8,6,2,22
ENSMUSG00000036242,18,24,74,219.44858,100,414.00006,8,10,12,11,8,12
ENSMUSG00000040694,16.874172,8.565122,15.614924,78.16428,57.254913,102.505165,40,30,44,32,33,43
ENSMUSG00000011589,25.748499,21.490103,38.12329,401.90982,210.7154,670.598,22,15,15,34,25,74
ENSMUSG00000022783,11.999999,21.999998,20.000002,220.9867,184.96579,325.87616,8,14,6,25,18,20
ENSMUSG00000035298,31.717134,26.46658,18.49564,124.16323,90.976776,226.29333,31,33,21,39,26,16
ENSMUSG00000024353,14.6423855,281.38983,74,644.246,159.82715,201.96753,15,17,10,13,5,3
ENSMUSG00000105504,43,233.1391,192.69664,435.4193,757.164,897.6254,20,49,41,23,36,24
ENSMUSG00000039533,2,6,10,342.0001,180.72179,528.9241,2,0,4,28,18,16
ENSMUSG00000002985,3195.9258,2963.9314,1470.746,10093.51,6606.445,3198.4294,81,73,83,38,30,38
ENSMUSG00000022076,2,6,2,208.99995,141.4371,207.71202,0,6,8,37,31,57
ENSMUSG00000028989,145.55757,284.9031,213.33098,1048.4084,1052.2332,1090.8499,12,46,34,13,35,27
ENSMUSG00000047361,32,15.054054,14.000002,228.90073,126.000015,190.00002,18,29,30,40,39,33
ENSMUSG00000019851,268.61905,291.57007,470.21823,517.1956,527.9814,949.2258,35,24,80,20,20,6
ENSMUSG00000045932,54.559998,214.88275,463.78604,1833.762,2549.1438,8260.145,0,8,14,18,21,25
ENSMUSG00000085042,23.624716,37.939125,22.394527,107.44205,107.63663,229.88591,13,30,33,13,19,34
ENSMUSG00000037159,23.001171,47.611034,32.39735,249.41753,214.00002,376.55737,16,49,20,54,26,40
ENSMUSG00000063838,61.573334,56,86.990974,413.1114,251.40562,422.72733,32,18,35,36,18,30
ENSMUSG00000038167,188.08333,142.04721,186.39777,1007.4612,806.7166,1533.6732,88,121,152,102,146,159
ENSMUSG00000057173,0,6.856274,9.4800005,217.98683,175.53838,371.27304,6,12,17,90,97,104
ENSMUSG00000023935,12.084591,16.006126,19.525213,74.58432,63.79776,81.94494,63,96,133,98,97,46
ENSMUSG00000049588,16.000002,10.497528,18.320002,167.40764,135.39514,211.99991,4,14,16,30,22,16
ENSMUSG00000045679,40.62836,81.95285,105.45596,378.18628,358.10672,615.71686,25,31,58,34,37,53
ENSMUSG00000020495,376.36432,538.5243,588.734,708,658.6306,910.819,22,15,26,2,8,8
ENSMUSG00000031027,2,12,2,239.89435,165.52473,234.82773,2,8,16,69,48,66
ENSMUSG00000032068,214.94337,193.39389,228.45352,580.95166,545.24146,877.19824,576,487,349,318,339,216
ENSMUSG00000003273,54.851078,34.188236,51.116196,1102.3181,791.7156,2048.8755,25,38,27,140,97,220
ENSMUSG00000022519,26,37.821186,54,429.21506,222.22559,564.7543,20,30,16,40,28,64
ENSMUSG00000046585,43.46126,82.34792,92.42225,397.02454,388.76685,454.82236,30,25,38,31,31,42
ENSMUSG00000066438,14,19.865849,18,310.289,225.53078,487.43375,14,24,2,36,32,86
ENSMUSG00000027827,43.102074,58.81422,73.91523,204.27502,111.23316,101.82982,111,243,219,104,103,54
ENSMUSG00000055560,63.877365,48.294407,53.437084,172.52979,158.57849,168.38365,30,55,80,23,25,42
ENSMUSG00000031636,27.277029,7.9999995,20.245033,236.96342,118.874176,272.87604,6,6,14,4,40,10
ENSMUSG00000073420,2,12.05298,10.218884,76.589386,110.89952,187.51114,0,19,15,21,32,39
ENSMUSG00000034459,752.7041,1750.1487,2932.1882,6570.377,9997.753,24065.523,13,16,34,20,33,37
ENSMUSG00000032878,0,24,18,102.999985,71.60667,164,20,12,10,23,23,26
ENSMUSG00000035211,48.97078,93.33426,58.739643,330.903,139.66829,326.26373,86,174,240,145,119,102
ENSMUSG00000038007,188.35556,244.82439,379.57846,1276.4,746.568,1587.5905,115,206,170,170,128,125
ENSMUSG00000059854,10.911964,14.8838825,16,122.000015,100.04635,117.14287,12,14,20,24,28,21
ENSMUSG00000032554,58.597446,80.67554,190.50078,352.9126,328.28806,2097.1023,31,32,61,50,72,81
ENSMUSG00000049225,366.45062,419.6333,436.9733,420.9999,496.37082,601.2347,18,28,58,1,7,16
ENSMUSG00000045826,18.392054,82.91176,44.31345,177.15631,57.072426,50,12,10,33,12,6,4
ENSMUSG00000060402,19,35.08,41.576157,463.99982,216,726.9999,22,26,44,132,52,88
ENSMUSG00000057378,20.5,50.324112,41.084923,186.2633,198.99571,318.25385,36,79,91,72,65,117
ENSMUSG00000028016,565.9902,620.2278,761.4454,1728.0392,1650.4379,2309.7217,20,23,32,16,23,6
ENSMUSG00000026304,30,16.537659,63.411747,84.52989,88.03125,225.94641,4,12,18,6,6,12
ENSMUSG00000097789,16,40.410595,42.51808,448.47537,367.15482,565.706,14,8,20,46,22,58
ENSMUSG00000001131,73.60667,116.93344,129.65292,188.57869,289.37997,532.96735,50,94,115,68,40,57
ENSMUSG00000000753,47.000015,86.897194,129.00453,386.65686,236.64359,374.09683,16,31,30,26,14,22
ENSMUSG00000000792,13.138543,19.28114,12.860928,99.384445,89.86075,216.07361,8,8,6,11,6,25
ENSMUSG00000024056,15.718924,55.302586,38.444546,142.9073,137.72737,146.11044,10,11,2,11,1,9
ENSMUSG00000003617,44.28415,189.51709,181.86229,232.68123,441.03494,1142.3064,523,468,567,491,578,461
ENSMUSG00000032724,73.97223,154.53174,176.69359,1123.8807,753.4698,1764.5182,20,56,88,90,90,123
ENSMUSG00000106247,55.05476,64.47782,90.64118,370.85846,266.40237,446.03577,100,89,98,115,110,109
ENSMUSG00000037813,44.999992,55.287857,70.73334,374.02325,269.12967,580.5959,31,19,24,30,35,56
ENSMUSG00000028214,184.36424,251.16122,705.12854,2171.9097,1605.6932,2754.3896,38,66,406,206,197,194
ENSMUSG00000002308,367.0252,354.857,399.65442,652.7394,663.0482,952.1194,26,27,31,16,7,14
ENSMUSG00000038296,1793.5616,1859.9076,2137.2698,6450.614,5140.3247,8671.699,624,983,950,790,575,561
ENSMUSG00000035062,167.97194,165.47687,211.99338,379.9579,363.8687,577.5077,20,24,22,6,18,11
ENSMUSG00000044976,6,21.569536,30.000004,181.96552,180.88077,478.10422,2,7,32,6,38,75
ENSMUSG00000022375,45,24.92432,42.87855,200.03351,136.04373,161.57101,30,64,48,56,38,43
ENSMUSG00000025268,3020.7607,3329.6626,3814.0322,8362.546,7233.5713,12401.485,111,135,91,49,82,82
ENSMUSG00000040969,33.993103,61.298016,77.64128,511.48645,406.60266,460.525,26,32,31,46,36,84
ENSMUSG00000005447,698.41003,655.02563,1156.8121,965.0044,911.9564,1627.1871,13,15,20,8,2,5
ENSMUSG00000068246,19.858791,72,169.23984,442.70453,589.7287,1754.7599,12,10,22,12,17,81
ENSMUSG00000055069,87.195015,130.60336,169.72247,276.93265,287.81122,417.54074,27,42,37,18,20,24
ENSMUSG00000030739,1897.2333,2192.7659,2929.5078,10884.757,7964.736,12883.162,157,218,263,226,163,270
ENSMUSG00000036186,337.82956,367.00665,307.83557,1220.6046,1044.5662,1503.6876,63,83,102,90,46,72
ENSMUSG00000057092,366.5753,264.31638,508.08636,881.7354,865.20496,1358.5142,17,21,21,11,15,11
ENSMUSG00000002007,28.57859,25.096073,34.02973,224.7609,137.23972,325.75928,8,6,10,27,9,8
ENSMUSG00000042942,58.03631,135.25854,85.17581,814.8707,569.3699,779.0685,66,96,89,191,124,141
ENSMUSG00000031302,47.43135,43.519867,59.68527,202.84117,165.2161,297.84103,22,26,49,27,30,39
ENSMUSG00000040280,30.057413,24.048296,76.5484,56.991356,32.00483,152.21246,18,10,11,14,2,2
ENSMUSG00000055782,122.00001,120,122.28613,1187.0992,826.5701,1189.4509,22,42,15,66,48,49
ENSMUSG00000038393,3634.7336,4994.3335,7698.1035,27909.271,21581.83,35563.254,138,298,207,167,479,144
ENSMUSG00000016179,370.6195,447.32742,478.55615,1850.0212,1463.55,1822.6945,82,127,160,121,107,112
ENSMUSG00000003355,915.382,866.74445,1588.9891,1113.2694,1097.1542,1215.5992,60,68,61,14,12,21
ENSMUSG00000019080,160.92828,181.09328,201.21536,398.6092,292.53506,460.4121,15,12,14,5,7,9
ENSMUSG00000030519,12.000001,10,13.999998,150.17844,72.657646,144.95255,10,16,8,31,22,30
ENSMUSG00000035960,407.28134,281.20068,414.76154,827.1885,731.9427,1104.3384,51,54,73,31,33,37
ENSMUSG00000036334,205,244.5,267.89075,710.188,654.36725,960.3615,24,48,46,29,30,30
ENSMUSG00000020829,233.00702,310.87494,413.58395,577.83136,510.56644,716.70483,12,23,16,11,6,6
ENSMUSG00000030107,633.6965,1001.71094,1514.2251,3104.2603,4245.4062,8978.759,170,387,412,274,346,537
ENSMUSG00000027298,38,85.72847,80.564865,60.000008,92,176,12,12,18,6,2,8
ENSMUSG00000043372,167.7115,154.79051,172.91116,613.6625,534.0182,1253.7675,37,44,52,72,29,50
ENSMUSG00000053675,16.713333,16,4,104.62666,84.2922,143.83833,1,10,6,10,14,10
ENSMUSG00000019326,52,55.81459,133.08908,98.070175,72,131.19205,8,20,16,8,2,3
ENSMUSG00000026429,54.590195,81.459076,95.18185,187.71834,160.84467,199.86667,16,35,53,9,25,23
ENSMUSG00000008153,820.54205,913.3524,856.09717,3451.2095,2748.2004,4328.787,142,144,168,155,147,145
ENSMUSG00000026712,12,47.397354,25.999996,187.55026,185.99998,127.99999,11,21,24,26,38,16
ENSMUSG00000030800,192.41032,276.515,216.56393,1564.7747,1138.6,2579.2698,2,18,18,24,29,12
ENSMUSG00000027748,130.49675,204,158,556.9734,373.88748,627.8666,52,76,74,69,46,39
ENSMUSG00000035032,61.93801,59.444237,60.799038,286.75436,173.42094,250.13344,20,88,60,72,31,46
ENSMUSG00000026870,308.99997,353.20523,305.11215,1475.3989,962.13446,1649.5269,20,33,44,27,33,36
ENSMUSG00000047454,1053.2056,1542.0466,1657.8584,3782.093,3229.8738,5147.174,1538,2103,2402,1456,1249,1503
ENSMUSG00000067215,241.00783,295.4835,336.9727,505.6344,486.0475,454.3361,15,31,16,4,11,10
ENSMUSG00000071252,243.89555,340.97177,319.68744,810.33984,806.9006,957.9717,480,682,502,406,396,376
ENSMUSG00000056215,188.30202,186.59695,164.90375,939.2037,671.4673,1097.613,256,532,428,577,401,455
ENSMUSG00000022769,2689.382,2891.4258,3973.3098,1766.2684,2136.7341,1960.9277,23,27,22,8,2,1
ENSMUSG00000024697,34,62.50568,81.04686,381.12372,331.03268,451.7189,14,32,46,54,40,51
ENSMUSG00000049287,281.935,356.45218,435.24512,718.5479,623.86676,958.282,13,18,40,10,12,14
ENSMUSG00000060703,36.23537,51.902737,44.478676,107.45816,166.10928,128.51193,104,76,46,46,76,63
ENSMUSG00000015314,4.0728474,42.74265,12.980131,146,84.17575,27.33775,2,16,12,22,6,4
ENSMUSG00000039201,235.79887,276.97015,260.13892,632.5776,473.7912,736.1367,44,77,68,22,48,40
ENSMUSG00000050071,1194.8259,956.217,1032.8214,1650.464,1519.4033,1996.3785,17,0,16,3,0,11
ENSMUSG00000075705,621.25275,666.4543,719.8229,1099.7806,1043.3187,1084.8079,11,24,7,14,2,1
ENSMUSG00000051169,123.161865,87.34225,92.48078,230.91219,196.94096,272.7127,90,83,65,43,59,39
ENSMUSG00000021136,296.04675,462.66214,512.24396,1833.2861,1294.218,3106.836,74,113,111,140,76,147
ENSMUSG00000022358,573.75256,854.63654,695.75775,3411.0017,2549.5144,3641.8938,117,182,109,172,164,134
ENSMUSG00000004105,170.56444,373.02228,479.48557,1386.7743,1070.9036,1559.4213,39,116,117,111,75,78
ENSMUSG00000026730,30,38,34,281,208.9425,292.5334,4,18,22,26,22,32
ENSMUSG00000003469,1152.1453,1155.3313,1021.1631,1453.6924,1185.0024,943.34436,50,45,38,8,27,3
ENSMUSG00000038046,198.37054,189.75838,190.5249,430.2871,396.95364,643.55554,38,27,34,22,19,24
ENSMUSG00000086350,103.31985,177.23059,110.67051,174.69029,189.89682,201.10324,50,46,28,10,20,18
ENSMUSG00000027661,61,60.27267,80,110,128,152,8,11,14,10,4,2
ENSMUSG00000045404,86.12838,78.18677,69.73334,376.35117,154.54054,342.01422,82,105,101,134,71,66
ENSMUSG00000001558,42.33542,25.624725,25.502207,66,46,85.19205,20,39,34,10,22,15
ENSMUSG00000035473,16,19.8634,34,82,87.9857,187.30502,2,8,18,6,16,12
ENSMUSG00000024331,521.2667,822.2516,997.0388,2167.4038,1762.5753,3102.491,26,75,57,29,31,57
ENSMUSG00000022385,26.15982,84.409134,84.60358,200.63078,172.22252,566.58435,5,19,15,14,9,23
ENSMUSG00000029830,8,17.305412,13.999999,381.5011,161.16953,455.41266,10,12,8,72,30,96
ENSMUSG00000036377,29.031143,32.046356,48.421375,127.72369,123.069565,201.79868,12,30,63,34,48,22
ENSMUSG00000021789,72.751595,122.930954,90.51261,70.55382,104.106125,70.12001,12,22,22,10,2,0
ENSMUSG00000037185,176.93045,348.19543,344.5699,3306.6333,2297.5872,2864.841,14,32,45,55,78,90
ENSMUSG00000015335,611.07996,658.06976,715.4039,1184.0125,1143.3898,1712.4664,73,56,47,23,44,30
ENSMUSG00000033826,30.562916,31.620504,23.261045,111.458374,76.55127,86.98682,31,39,41,34,22,35
ENSMUSG00000091228,71.42968,2440.5017,95.82501,2024.69,2619.6765,2461.6865,4412,3589,4539,2728,3356,3286
ENSMUSG00000026073,75.02065,55.36382,56.111633,553.6696,368.89075,634.6938,120,158,86,286,248,253
ENSMUSG00000028037,61.583893,187.99992,398.41882,950.4936,1592.31,3524.376,1,20,44,15,30,98
ENSMUSG00000038421,0.5320088,52.271523,30,184.9241,71.965515,32.000004,14,16,8,24,9,6
ENSMUSG00000029161,300.36246,325.71945,370.47107,587.6281,653.46497,1040.8821,16,16,24,14,14,5
ENSMUSG00000022671,503.60068,374.32233,433.6541,892.77826,745.9455,1038.5215,50,94,72,51,35,25
ENSMUSG00000050188,555.9424,542.68066,540.78296,1171.1901,926.2506,1299.6622,14,11,22,8,8,9
ENSMUSG00000031803,956.8961,1526.1173,1928.9384,2660.638,2574.65,3788.5571,121,307,221,86,134,120
ENSMUSG00000070806,23.032806,48.775337,20.079426,105.95618,76.728676,103.781166,603,746,726,653,572,479
ENSMUSG00000073207,158.84438,101.74454,128,321.04724,285.32596,480.38632,10,13,38,16,10,15
ENSMUSG00000001333,39.83487,90.47652,138.99406,271.70453,313.15216,501.24152,163,131,254,181,204,215
ENSMUSG00000034205,986.1782,1114.5476,1427.1227,2302.8433,1906.5796,2703.2324,19,28,21,10,12,13
ENSMUSG00000026095,824.29724,790.5892,855.6086,1025.36,1273.9406,1120.7771,29,43,27,4,21,11
ENSMUSG00000048489,432.87714,360.03656,554.5663,1535.1265,1204.9109,2924.954,14,14,8,20,17,4
ENSMUSG00000044566,27.094727,82.76544,88.69818,211.14145,123.45727,162.61285,74,78,79,60,26,75
ENSMUSG00000037991,74.50001,53.133335,68,99,95,160,26,20,20,18,6,8
ENSMUSG00000022658,75.97797,39.999996,40,197.40349,147.41846,560.95496,8,16,14,22,14,17
ENSMUSG00000024873,64.89899,106.47992,137.63399,132.73927,167.5648,443.31998,73,156,213,93,68,104
ENSMUSG00000068615,7095.525,7404.433,7519.3374,11844.887,10558.084,10495.963,117,144,78,17,81,41
ENSMUSG00000036598,107.86159,57.536423,81.54421,406.00046,283.1734,519.27484,34,38,36,58,32,48
ENSMUSG00000034532,315.81845,389.54272,372.75098,1449.3463,1103.8,1590.5105,181,263,259,272,222,220
ENSMUSG00000020614,1270.7507,1078.4805,1487.3789,3158.8306,2121.5486,4184.71,644,856,1187,644,576,497
ENSMUSG00000025872,931.5002,1078.7424,1237.6135,1597.8506,1373.1714,1914.1493,44,58,29,17,19,18
ENSMUSG00000031026,139.15431,215.12456,165.86575,539.18427,495.27765,535.2142,24,30,27,27,19,20
ENSMUSG00000074793,133.6659,161.4769,186.76825,962.68536,627.96204,1112.1855,37,81,46,70,75,97
ENSMUSG00000026525,79,146.89262,204,510,443.87592,801.20526,304,601,702,547,555,622
ENSMUSG00000038463,183.47913,121.89404,211.34589,230,196.90604,297.64706,24,10,16,12,6,2
ENSMUSG00000028636,502.7989,387.1961,426.03214,602.5319,624.3036,900.8238,28,26,16,16,7,8
ENSMUSG00000039145,117.99999,168.23335,151.7028,867.4844,662.00055,751.00073,666,384,448,945,771,582
ENSMUSG00000037725,19.196424,66.06622,31.364243,81.017365,93.999985,116.00002,9,22,26,16,16,5
ENSMUSG00000057895,144.48657,142.7706,179.89403,155,163.99754,273.9139,15,18,14,0,12,4
ENSMUSG00000018500,364.85367,479.42612,519.26654,2002.4674,1781.037,3365.1882,19,42,52,50,38,64
ENSMUSG00000036528,55.527992,54.479385,88.93814,273.57953,217.19063,280.7636,18,20,64,41,32,30
ENSMUSG00000057388,602.0193,493.54053,571.0257,1055.8096,1022.20905,1314.9453,83,89,40,39,40,42
ENSMUSG00000025257,94.53665,79.008224,99.55888,283.09415,199.63629,283.96628,43,42,45,22,43,35
ENSMUSG00000027408,41.587307,120.25164,83.386635,568.4166,135.49503,91.90944,8,9,18,15,8,9
ENSMUSG00000038168,65.5,128.34596,121.958725,722.959,354.80423,705.3931,28,49,59,127,22,58
ENSMUSG00000056367,160.04529,279.0763,191.31854,733.34686,618.4773,786.43536,102,132,153,145,120,93
ENSMUSG00000032172,21.177696,41.30119,67.49962,280.2825,218.1589,312.48218,48,41,78,120,85,89
ENSMUSG00000043866,5016.914,4949.277,5822.374,5514.2725,5707.34,6471.9785,30,17,24,13,10,0
ENSMUSG00000051590,122.94484,164.5476,68.93144,307.6731,344.30743,343.37476,17,61,24,24,16,33
ENSMUSG00000082361,37.273335,52.74172,78,238.32288,271.80215,430.0001,4,6,20,16,10,18
ENSMUSG00000034614,399.95895,439.6373,355.46835,1858.4994,1511.5481,2784.903,104,109,96,145,116,175
ENSMUSG00000016942,29.000004,26.971663,11.999998,97.86088,110.010735,198.7289,22,20,12,24,25,39
ENSMUSG00000015083,105.56891,95.09141,109.479675,269.04358,170.67496,320.11145,218,328,338,178,191,208
ENSMUSG00000038843,88.961174,162,161.98611,291,260,314,9,10,16,8,0,12
ENSMUSG00000033721,20,44,59.999996,355.8697,152.00006,294.00006,30,34,44,90,40,68
ENSMUSG00000000037,22.500004,50.228302,61.13924,49.999996,59.166668,54.166668,16,47,47,12,14,10
ENSMUSG00000027938,22.485086,13.124438,37.163513,77.69567,50.862907,86.723366,16,12,23,22,4,16
ENSMUSG00000052142,55.62341,117.25294,56.332935,350.75134,157.76904,168.86583,23,25,18,27,16,13
ENSMUSG00000029695,40.000004,69.99999,48.000004,753.368,490.99954,721.99927,2,8,0,11,14,10
ENSMUSG00000031478,162.95448,122.81412,165.66595,383.78766,272.57162,403.67627,133,213,201,91,135,120
ENSMUSG00000021066,376.2262,499.52405,503.50455,1427.1724,1110.7976,1562.6073,169,339,325,171,281,216
ENSMUSG00000078945,1341.5126,1934.6405,2079.3313,5772.92,4837.6123,7172.279,255,490,461,433,291,367
ENSMUSG00000024232,1126.0156,961.6218,941.1346,4831.7285,3916.7256,6171.3423,48,67,98,80,105,93
ENSMUSG00000000215,6496149,5186914,5107946,3389136.2,4708599,2509732.5,14428,7636,7266,2340,2714,675
ENSMUSG00000022947,275.90726,229.89314,215.80049,243.00003,220,187.8212,26,16,20,4,8,4
ENSMUSG00000042797,786.12585,763.19556,823.0139,1319.3856,1167.6185,1651.1951,57,63,50,18,42,24
ENSMUSG00000074344,959.57745,1009.47894,882.2297,2198.8657,1829.4967,3468.589,542,756,550,530,351,461
ENSMUSG00000022372,34,64,50.00001,248.66664,112,60.814297,4,37,12,24,13,4
ENSMUSG00000038213,2013.1239,2747.3372,3498.5808,5161.004,5726.8936,8206.494,88,93,93,58,86,39
ENSMUSG00000037379,731.9436,813.31726,728.87195,6225.9395,4943.094,7932.5127,75,47,48,131,134,155
ENSMUSG00000029557,284.0067,245.8985,204.58441,475.70215,362.7035,547.1815,12,18,11,7,4,10
ENSMUSG00000026443,542,786.5696,800,2289.993,1552.1621,2306,94,122,108,111,89,68
ENSMUSG00000020878,86.9141,68.199104,61.199944,245.17085,152.96814,195.90318,4,26,15,12,14,6
ENSMUSG00000078439,136.53961,108.538666,113.810104,461.79932,365.16116,692.99677,24,21,18,39,9,28
ENSMUSG00000034898,948.1492,1742.8438,1702.9355,4610.023,3339.5957,6065.4478,300,525,455,423,393,329
ENSMUSG00000026114,24,10,12,94,98,58.846233,8,4,16,24,8,10
ENSMUSG00000075033,34,61.2566,34,281,196.42944,270.90323,18,29,43,48,40,54
ENSMUSG00000018648,314.69565,316,309.4382,696.71985,559.8362,816.7443,33,38,90,36,21,38
ENSMUSG00000029757,225.99998,274.89484,257.85892,1071.3418,710.03265,1234.9945,110,206,194,223,168,166
ENSMUSG00000025038,246.14795,308.48706,304.892,810.6143,762.58826,819.10614,66,93,73,75,56,54
ENSMUSG00000038602,213.97913,203.58824,194.46358,393.81873,341.81296,280,124,192,172,92,76,60
ENSMUSG00000032262,205.97203,161.00002,148.41333,657.48615,527.4332,587.6096,12,14,10,8,12,15
ENSMUSG00000022340,326.45605,447.84854,465.85413,1160.6136,1085.098,1818.4749,327,572,688,484,505,444
ENSMUSG00000024790,614.08057,590.5296,644.99817,643.40576,751.59314,1042.7522,24,31,20,5,11,12
ENSMUSG00000020641,349.49554,1179.0707,2237.8123,4155.82,5859.548,18627.633,32,227,520,184,343,987
ENSMUSG00000040998,1165.2451,1319.3406,1320.3553,3603.4768,2974.5935,4206.5444,232,516,441,364,271,291
ENSMUSG00000024338,883.3887,1095.0104,1726.98,2718.4072,3138.9397,5012.4253,18,17,40,25,9,28
ENSMUSG00000028850,175.37016,157.62646,192.875,276.27063,290.9843,439.86594,44,55,84,43,25,29
ENSMUSG00000053007,12,37.194244,66,142,130,186.92389,8,24,46,24,24,38
ENSMUSG00000074277,167.67062,166.0173,210.10303,905.1667,681.43005,1217.1034,30,36,32,58,33,54
ENSMUSG00000066042,160.59645,187.40396,138.13069,375.5182,342.88086,478.275,41,34,28,18,36,21
ENSMUSG00000038390,242.8771,309.70996,302.13916,947.96295,655.706,1149.8964,48,26,32,21,33,50
ENSMUSG00000035790,638.0586,654.4464,702.245,1246.6552,1098.1349,1330.1171,36,54,28,24,16,23
ENSMUSG00000047798,52.444286,70.437805,57.77363,182.53645,127.36172,116.354,105,131,190,84,110,93
ENSMUSG00000023873,52.985928,57.960262,38.16162,205.52026,195.82529,236.97362,13,31,37,36,32,26
ENSMUSG00000037958,1075.3025,794.92883,956.7858,2003.0436,1668.1699,2710.6814,136,223,261,103,184,97
ENSMUSG00000004266,1461.8815,1565.6772,1728.4288,4698.0225,3585.295,5744.635,249,370,297,229,283,263
ENSMUSG00000028845,228.82686,109.85709,174.60938,674.562,402.62888,818.50714,41,20,15,38,20,29
ENSMUSG00000022790,255.90448,448.00003,489.10492,1026.894,819.1655,1331.6885,117,166,154,145,130,68
ENSMUSG00000036611,408.03497,457.03915,443.32547,1284.5265,749.3883,1138.0706,156,192,202,145,100,141
ENSMUSG00000053040,25,54.960262,50.000004,136.19557,105.99998,151.1689,31,34,51,39,42,22
